gene,scores,log2FC,pvalue,padj,is_zinc
RPL36AL,16.307493,0.40985566,8.730241436366999e-60,3.742945511818411e-56,False
INSIG1,14.70877,1.7130828,5.662753933552363e-49,1.45668682186701e-45,False
FTH1,13.006133,0.37434003,1.129121735581786e-38,1.452276376305293e-35,False
H3F3B,12.924626,1.8703055,3.2688023208356026e-38,4.101788824447563e-35,False
SQLE,12.808836,2.275752,1.4631202680025294e-37,1.75057236158591e-34,False
S100A11,12.575907,0.67269677,2.8649268683665164e-36,3.136058670717458e-33,False
RPL3,12.175847,0.24634457,4.180314729173862e-34,3.7080833135609802e-31,False
RPS18,11.974098,0.21149781,4.85688477245821e-33,4.0302743189262905e-30,False
CXCR3,11.766401,0.34431717,5.815270380893619e-32,4.3360004428436945e-29,False
ALDOA,11.656225,0.69607717,2.132909149716328e-31,1.4828906747919682e-28,False
GNB2L1,11.275497,1.5511132,1.7339533371447552e-29,1.0620051343978972e-26,False
SERF2,10.895608,0.2184637,1.2095660849529823e-27,6.349975095781738e-25,False
RPS3,10.625008,0.14876793,2.279942987837975e-26,1.0860972855397051e-23,False
GZMK,10.207397,0.8328536,1.837275187170071e-24,7.622914018510147e-22,False
TRAC,10.025779,0.6673438,1.174299626704933e-23,4.560660813614961e-21,False
SUB1,10.012208,0.45533141,1.34712439846331e-23,5.172153436726893e-21,False
FTL,9.956868,0.26496467,2.3536000227178713e-23,8.587802409133975e-21,False
HERPUD1,9.773635,0.80261874,1.4611353259437503e-22,5.0792223141320313e-20,False
SELT,9.766327,1.8139803,1.5704191324857918e-22,5.422478089136176e-20,False
H3F3A,9.7631855,1.1926788,1.6198537109185428e-22,5.555882247955812e-20,False
MSMO1,9.718886,1.7750067,2.5050549208318285e-22,8.423533697186661e-20,False
CD27,9.713982,0.60325396,2.628624035759198e-22,8.781652557905144e-20,False
GLTSCR2,9.641211,1.1493574,5.355258684144083e-22,1.7112878806325762e-19,False
ATP5L,9.611103,1.1517848,7.177556131986076e-22,2.2794500486322203e-19,False
ZFP36L2,9.548033,0.5091401,1.3218194806739331e-21,4.1215132510128793e-19,False
ATP5G2,9.531754,1.2034352,1.5464887857385788e-21,4.680220885216377e-19,False
LDLR,9.485918,2.185145,2.402590312718397e-21,7.186538744693959e-19,False
EEF1D,9.445686,0.18653154,3.530824802915502e-21,1.0380221397736957e-18,False
H2AFZ,9.436065,1.5548037,3.870446644109195e-21,1.1314019258302833e-18,False
SMDT1,9.297957,0.4666838,1.4316963123095893e-20,3.938925768754211e-18,False
RGCC,9.201037,0.9406535,3.5451089890878066e-20,9.305549350540279e-18,False
TRABD,9.109298,0.72392577,8.2917094699952e-20,2.111840934714421e-17,False
XBP1,9.1046,0.9803658,8.65851063156739e-20,2.1943992855806853e-17,False
RPL8,9.026747,0.15123765,1.7685142190344847e-19,4.374351901004143e-17,False
IGHG1,8.980536,2.9081838,2.694486717183555e-19,6.477848253535491e-17,False
ATP5E,8.876417,1.0106632,6.904832450912291e-19,1.5930036768364823e-16,False
ATP5B,8.838165,1.4121482,9.730306757248028e-19,2.1956351844162128e-16,False
C19orf43,8.833448,1.1835507,1.0149751265248233e-18,2.280281236220485e-16,False
FDFT1,8.770968,0.6376943,1.771360264301955e-18,3.9281440895606453e-16,False
YBX1,8.765572,0.31639257,1.858316321103386e-18,4.1032900467007296e-16,False
RPL10,8.755723,0.13721073,2.027995044457831e-18,4.458815771250705e-16,False
ATP5A1,8.704559,1.3999447,3.188109573817781e-18,6.805886363227269e-16,False
IGHG4,8.654982,3.0631971,4.929916603301642e-18,1.039485038551897e-15,False
CD2,8.640888,0.48843586,5.577770810374926e-18,1.1665250107811756e-15,False
SERP1,8.602971,0.32280904,7.767859419985911e-18,1.6049832587929122e-15,False
ATP5O,8.513034,1.2541256,1.694409747797227e-17,3.3528458732566048e-15,False
GYPC,8.501718,0.47491667,1.868059115705514e-17,3.654292980411303e-15,False
SEPT7,8.480878,1.1357923,2.2350107789171283e-17,4.306623016993574e-15,False
SELK,8.478308,1.7866712,2.2849358688425187e-17,4.3700884974055724e-15,False
GAPDH,8.432462,0.24126114,3.384672433693598e-17,6.3785577790720965e-15,False
TCEB2,8.403339,1.1374683,4.339564959097058e-17,8.089200652740052e-15,False
ATP5J,8.258546,1.3097892,1.4745801965934557e-16,2.652594473927976e-14,False
ATP5D,8.246363,1.6622307,1.6328818637797446e-16,2.9271256490501845e-14,False
SEPT1,8.232801,1.6343368,1.8288519430273943e-16,3.255736151033681e-14,False
ATPIF1,8.229296,1.2595246,1.8831794421022741e-16,3.340890204733717e-14,False
IDI1,8.173464,0.7716422,2.9965976479040756e-16,5.173454892260701e-14,False
PLP2,8.148152,0.5113693,3.6952554638764664e-16,6.295149109454186e-14,False
VIMP,8.012114,2.0044618,1.1275331375053274e-15,1.8533330625678622e-13,False
RPL36,7.9552875,0.06398716,1.787159850348693e-15,2.8733062493981116e-13,False
IGHGP,7.945094,3.3916438,1.94043243090227e-15,3.0812150526253084e-13,False
MTRNR2L8,7.8493066,0.89752656,4.183433930785579e-15,6.405634192590966e-13,False
IGHG3,7.812483,2.6681166,5.607230534919061e-15,8.484729310603407e-13,False
SEP15,7.7389235,1.3079677,1.0026202664867524e-14,1.4737944991488696e-12,False
SEPT9,7.687366,1.4342182,1.501948584846093e-14,2.182831943309655e-12,False
LINC00861,7.6661425,0.58990645,1.772464048427816e-14,2.5615092798739966e-12,False
FKBP2,7.6508574,1.1590428,1.996436908369739e-14,2.8610776061784495e-12,False
PABPC1,7.646278,0.16103476,2.0688052540055304e-14,2.956552575224348e-12,False
GPX4,7.641048,0.37914398,2.154604478068147e-14,3.0621572151284536e-12,False
FAM96B,7.6370893,1.5465729,2.221878848444636e-14,3.140418214142298e-12,False
PYURF,7.611335,1.3324325,2.7127922793535044e-14,3.782323501034664e-12,False
C11orf31,7.593026,1.2113303,3.1251890854353337e-14,4.310582521916274e-12,False
H2AFV,7.5403657,1.4074695,4.686546310168796e-14,6.278995691811568e-12,False
HCST,7.453797,0.36008197,9.06917291237511e-14,1.1933268746697562e-11,False
LGALS1,7.447661,0.5403702,9.50095721530556e-14,1.2469521602373482e-11,False
AES,7.4394274,1.179828,1.0112252904943691e-13,1.3071738378229724e-11,False
C14orf166,7.423522,1.1411918,1.140461514417059e-13,1.4632035908660563e-11,False
RPS19,7.409921,0.08064208,1.2637452879136417e-13,1.613329220163301e-11,False
OCIAD2,7.3896723,0.5349863,1.4719098020516854e-13,1.8651924999003724e-11,False
ATP5G3,7.373235,1.0905578,1.6653640935138859e-13,2.099991467723098e-11,False
SRSF9,7.366794,0.63568795,1.7478008119459156e-13,2.1985539406599867e-11,False
SKIL,7.3375044,1.3274345,2.176132821266772e-13,2.71083974306375e-11,False
C6orf48,7.329074,1.0882427,2.317484468896189e-13,2.879950264632153e-11,False
RPS15,7.20834,0.07475468,5.663808742978165e-13,6.729598896275766e-11,False
MZT2B,7.2019677,0.44627216,5.934966284272291e-13,7.019359664212432e-11,False
IGKC,7.17319,1.7703943,7.326989510041926e-13,8.586764380697881e-11,False
ARPC2,7.113724,0.16968918,1.1295257110736216e-12,1.3058840176025996e-10,False
C14orf2,6.997619,0.8681205,2.6034843780558122e-12,2.8805175114454933e-10,False
SREBF2,6.9878197,0.78554165,2.791904640818229e-12,3.069186110273851e-10,False
CCNI,6.982886,0.19430049,2.891775868390916e-12,3.17219797179053e-10,False
NBEAL1,6.9751153,0.5515566,3.0562028531138833e-12,3.338333851104099e-10,False
SPCS1,6.9445453,0.3669265,3.796816739816269e-12,4.1210680934613383e-10,False
BTG2,6.940566,0.58667165,3.905312394568387e-12,4.229905517384303e-10,False
KDELR2,6.9340663,0.7149659,4.089130810944781e-12,4.4104319069494147e-10,False
OAZ1,6.8912935,0.15448493,5.528724108330532e-12,5.925870790112275e-10,False
C9orf16,6.8759494,0.9763469,6.157826202951299e-12,6.559168581561871e-10,False
HN1,6.8680706,1.39319,6.507595366813695e-12,6.846682340119242e-10,False
TMED2,6.779394,0.4852701,1.2068106971351709e-11,1.2270355088183849e-09,False
SEPT6,6.7652216,1.0046185,1.3310514569141249e-11,1.3453818340926893e-09,False
PTPN7,6.7153387,0.5893112,1.8762999756294056e-11,1.878052162377075e-09,False
SEPT2,6.706948,1.715492,1.9873758825524587e-11,1.9853692117584252e-09,False
PRDM1,6.7001224,0.7377851,2.0824487010489284e-11,2.068297698292766e-09,False
RP5-1171I10.5,6.695671,1.2766411,2.146843124824247e-11,2.1281461480916736e-09,False
C9orf142,6.6284246,1.4830179,3.392881453647959e-11,3.2997535921981137e-09,False
ATP5C1,6.5723567,1.1038045,4.9525078326336275e-11,4.7097342508934354e-09,False
FKBP11,6.550788,0.8126163,5.723420244258925e-11,5.39301327338156e-09,False
SHFM1,6.545893,1.0625073,5.914075590387348e-11,5.5502525089855186e-09,False
C17orf62,6.515432,1.5576143,7.248091119729618e-11,6.682791970033143e-09,False
STK17A,6.5071197,0.39151964,7.66054974958909e-11,7.050446574541315e-09,False
AC090498.1,6.4976945,0.8031617,8.156029968261875e-11,7.466395548169697e-09,False
HINT1,6.494681,0.16167687,8.320971922820265e-11,7.590378785199592e-09,False
KIAA1551,6.4670453,2.0387628,9.99375734142099e-11,8.988790694080894e-09,False
C19orf60,6.4547153,1.3622403,1.0842272308142674e-10,9.718000447897635e-09,False
ARRDC3,6.448973,0.9984656,1.1261039593528995e-10,1.0052615888759255e-08,False
GUK1,6.4274836,0.2670577,1.2973354330631618e-10,1.1507812648316128e-08,False
C16orf13,6.395466,1.5757233,1.6005861866749335e-10,1.4004584716335371e-08,False
BTG1,6.377364,0.2948864,1.8016177989654594e-10,1.5683524961281718e-08,False
FAM49B,6.3334394,1.0370401,2.397555855874041e-10,2.0592563217530496e-08,False
C14orf1,6.3003774,1.9816598,2.9692143141872555e-10,2.5291413582169855e-08,False
CLDND1,6.2916026,0.5691231,3.142052707256394e-10,2.658755389521825e-08,False
GPR183,6.2873874,0.5302312,3.22853266511054e-10,2.7229762058132304e-08,False
USMG5,6.2721615,0.8248282,3.560703250327568e-10,2.988434923700697e-08,False
SLC9A3R1,6.2546506,1.3352793,3.9840703847802936e-10,3.322081898803509e-08,False
ATP5H,6.221185,0.9956469,4.934140365783664e-10,4.048670710348293e-08,False
WBSCR22,6.211445,1.506301,5.249966517949917e-10,4.273738566700749e-08,False
SEC11C,6.184519,0.7055579,6.229225842853408e-10,4.991919176995672e-08,False
RPS4X,6.1639056,0.0990319,7.097230768486105e-10,5.6261683910180755e-08,False
PHB,6.1586857,1.3524336,7.335111869800191e-10,5.787988274194482e-08,False
H2AFY,6.1432233,1.296469,8.086340846391038e-10,6.28438162938257e-08,False
ID3,6.1346455,1.1070132,8.534940448639624e-10,6.613036388578485e-08,False
MESDC2,6.1060843,1.4470695,1.021050578259742e-09,7.840449276165256e-08,False
LINC00493,6.099486,1.1162359,1.064102179327673e-09,8.13461053819467e-08,False
ATP5F1,6.0936456,0.95452374,1.1036787791700126e-09,8.424638847290624e-08,False
ATP5J2,6.075199,0.7897497,1.238339498562726e-09,9.382929384691478e-08,False
RPS27L,6.0427675,0.32441258,1.5149270835650193e-09,1.1279300809732723e-07,False
CCDC109B,6.038799,1.3506196,1.5526579247586867e-09,1.1520792402872547e-07,False
CMPK1,6.038651,0.59065455,1.5540798335394082e-09,1.1520792402872547e-07,False
FYB,6.0143447,1.0587503,1.80615909354857e-09,1.329374435549168e-07,False
BASP1,6.0038166,1.1203927,1.9273255582549586e-09,1.4124935230926084e-07,False
RGS1,5.9913087,1.3597437,2.0815903130459135e-09,1.5212167389998034e-07,False
CSTB,5.985173,0.33974242,2.161599017527829e-09,1.5772145777365507e-07,False
HSPB11,5.984444,1.4314952,2.1712992250389465e-09,1.580042468596941e-07,False
MTRNR2L10,5.941455,0.6714046,2.825030944760917e-09,2.0299188833248556e-07,False
DERL3,5.9380965,1.488226,2.883498870880033e-09,2.0690411423854385e-07,False
ATP5G1,5.9355755,1.2149622,2.9281653690392025e-09,2.0981650683332715e-07,False
TCEB1,5.9332905,1.2672875,2.969225833324714e-09,2.1216768149012482e-07,False
C19orf24,5.9234715,1.7344421,3.152152531640125e-09,2.2461488012163596e-07,False
IDH2,5.907635,0.45501003,3.470538718191596e-09,2.445921588678373e-07,False
ACAT2,5.8885584,0.7786081,3.895791902851245e-09,2.723243231221343e-07,False
ITM2C,5.8782864,0.57156754,4.1453581715011316e-09,2.8898426450865884e-07,False
SDF2L1,5.8627844,0.61402917,4.55168861249326e-09,3.1551212428467287e-07,False
C10orf54,5.862607,1.3432689,4.556552409102627e-09,3.1551212428467287e-07,False
HMHA1,5.8357205,1.1752809,5.3558608377214174e-09,3.67397771172122e-07,False
WHSC1L1,5.833002,1.1716586,5.443881649741628e-09,3.7244258393072776e-07,False
ITM2A,5.8169985,0.49311644,5.991374255536669e-09,4.077304533053579e-07,False
CDK2AP2,5.813246,0.45817062,6.127291269926803e-09,4.1587979057413473e-07,False
SSR4,5.7870784,0.2637252,7.162121252293897e-09,4.848379134052848e-07,False
FAM46C,5.774472,3.0975425,7.719473830214176e-09,5.205130925515845e-07,False
RTFDC1,5.7707,1.2298558,7.894288796245186e-09,5.31603887420448e-07,False
CISD2,5.666689,0.63004196,1.45583274825406e-08,9.492989002810504e-07,False
C12orf75,5.6531177,0.397386,1.575634440817206e-08,1.0183824209945177e-06,False
HMGN1,5.640866,0.20764488,1.6919708704034216e-08,1.090833550633023e-06,False
TRBC1,5.6340013,0.47280693,1.760755499060907e-08,1.1337590602714086e-06,False
EEF2,5.6313915,0.100228846,1.787613595197115e-08,1.1496143030712646e-06,False
C7orf73,5.630584,1.2331915,1.7960046996797668e-08,1.1535686615371366e-06,False
ATXN8OS,5.5872993,1.1502388,2.3062796444199788e-08,1.4594523388206528e-06,False
SEMA4A,5.5858517,1.4370139,2.3255773467899508e-08,1.469856306359329e-06,False
SSR3,5.5793514,0.5886337,2.414168890848581e-08,1.5183882774618312e-06,False
C11orf73,5.5508003,1.5015714,2.8436454219546536e-08,1.7563009564072391e-06,False
C1orf56,5.514755,0.9909014,3.4926703712070907e-08,2.139177443545981e-06,False
PDIA6,5.5128145,0.43501157,3.531406101098568e-08,2.160330333999038e-06,False
YWHAH,5.508294,0.69482505,3.623281701354398e-08,2.2112763579036897e-06,False
SSR1,5.5052605,0.46244043,3.6862277001738835e-08,2.2417144529378954e-06,False
TRBC2,5.488045,0.2952396,4.064062024187822e-08,2.4656587620331966e-06,False
SARAF,5.480127,0.19477372,4.250209497476699e-08,2.5709345628099376e-06,False
FAM96A,5.436399,1.2947199,5.436811065298279e-08,3.2449310404578408e-06,False
PLEKHO1,5.4214587,0.69350547,5.9114640134572705e-08,3.5025053220847147e-06,False
FDPS,5.418317,0.5332231,6.016266140065095e-08,3.5536723349491277e-06,False
SRM,5.409463,1.1044807,6.321395618157888e-08,3.721088807356831e-06,False
UFD1L,5.398551,1.4145025,6.718131005950083e-08,3.936610523851023e-06,False
LINC00152,5.35503,1.2423965,8.554225976462965e-08,4.933832040774289e-06,False
N4BP2L2,5.35243,0.25134608,8.678093003034812e-08,4.999669975589418e-06,False
MARCH6,5.350204,1.8146368,8.785508834490707e-08,5.055893272000871e-06,False
TNFRSF17,5.345526,1.0549414,9.015484450506697e-08,5.176658973322194e-06,False
ZNF706,5.3279657,0.31771398,9.931873006361878e-08,5.664911335158602e-06,False
RARRES3,5.3124743,0.71835244,1.0814679471006566e-07,6.141210037796311e-06,False
KARS,5.296145,1.1855192,1.1827285187789838e-07,6.65744166675505e-06,False
FADS1,5.2927866,1.9805919,1.2046636381107654e-07,6.766106425057059e-06,False
DENND6B,5.2829185,1.485834,1.2714199391271761e-07,7.0922297078313085e-06,False
RPL13,5.275453,0.06713406,1.3242839528496764e-07,7.36559576283353e-06,False
SEPW1,5.273897,1.1375847,1.3355678563077908e-07,7.420334240963631e-06,False
EIF1,5.2433076,0.086702645,1.5772345947450165e-07,8.641700258832971e-06,False
EDEM1,5.2387276,0.84836006,1.6168733187726942e-07,8.84945728768272e-06,False
FAM173A,5.228623,1.9151593,1.7077710081230712e-07,9.307351994270737e-06,False
HMGCS1,5.220882,1.105365,1.7807288044286307e-07,9.684454072964502e-06,False
YPEL3,5.206267,0.47576058,1.926775848180662e-07,1.041268527701667e-05,False
PLK3,5.1932373,1.0284692,2.0666873186831707e-07,1.1075721788709559e-05,False
ATP5I,5.1767898,0.80144787,2.2573616210174693e-07,1.2034895407057695e-05,False
GMPPB,5.1312203,1.072737,2.878695510700078e-07,1.5158968949283277e-05,False
MPST,5.1025906,0.75799376,3.350353678898568e-07,1.7463930706380297e-05,False
LEPROTL1,5.101803,0.3092121,3.3643347006186675e-07,1.7519057862087974e-05,False
MGEA5,5.1000495,1.2044325,3.395644830066424e-07,1.7646377294672464e-05,False
TSTA3,5.0695386,1.6205447,3.9878119363333385e-07,2.04347558267408e-05,False
LINC01420,5.051496,1.2607548,4.383631388826237e-07,2.2307524005176288e-05,False
PRDX5,5.0499697,0.34139463,4.418807090980676e-07,2.2464307037230615e-05,False
DARS,5.04734,1.3227779,4.480039543794183e-07,2.2753116924888758e-05,False
C19orf70,5.0207977,0.8475064,5.145727930072264e-07,2.592922728171967e-05,False
CCR2,5.0051093,1.2352804,5.583040865188026e-07,2.7941272999240617e-05,False
PDIA4,5.002706,0.7112882,5.653111741755401e-07,2.820963073616216e-05,False
XIST,4.997043,0.49274284,5.821607064460895e-07,2.8938168140326965e-05,False
CD58,4.9754157,0.62172717,6.510781966247855e-07,3.199300005726071e-05,False
C20orf24,4.9744506,1.2972634,6.543302381160426e-07,3.212212031545244e-05,False
RNF7,4.960997,0.38493776,7.013220950811683e-07,3.426554524951182e-05,False
RPL18A,4.9569397,0.07059771,7.161224237517364e-07,3.4955471021991776e-05,False
KCNK6,4.956713,0.89242077,7.169574637020767e-07,3.496305932942601e-05,False
NOP10,4.9521236,0.31378964,7.340795525921184e-07,3.566281852857347e-05,False
PRDX4,4.9289694,0.9059666,8.266446581095893e-07,4.0046341215086767e-05,False
MT-CO1,4.9186087,0.069336355,8.716146760949719e-07,4.2027021420556805e-05,False
HIST1H4C,4.8852024,1.128312,1.0332269251614363e-06,4.921986930157924e-05,False
TMA7,4.8802485,0.06484649,1.0595225691435854e-06,5.042582528889841e-05,False
SSR2,4.879303,0.1305387,1.0646138875983348e-06,5.0574566287312216e-05,False
SELM,4.856543,1.7720673,1.1945290907165852e-06,5.627850976116015e-05,False
LAX1,4.8542876,0.6913665,1.2082030292238994e-06,5.681867408364824e-05,False
MTDH,4.8537064,0.23686922,1.2117503323569463e-06,5.693345305853897e-05,False
TMEM165,4.848024,0.4488867,1.2469740470381595e-06,5.8428343143915514e-05,False
CKLF,4.8416815,0.3384114,1.2874509485860309e-06,6.005147452661298e-05,False
CD4,4.83203,0.536403,1.3514806594058765e-06,6.298095739593617e-05,False
VAMP2,4.8200736,0.23560746,1.4350532057773848e-06,6.669432459876685e-05,False
CORO1B,4.814824,0.37735045,1.4732951752835092e-06,6.82865677279153e-05,False
DNAJB9,4.774386,0.62001634,1.8025648059803676e-06,8.27282374113095e-05,False
ZNF302,4.7658176,0.5376526,1.8808938177737402e-06,8.578743363193563e-05,False
C19orf66,4.7636313,1.4212196,1.9013989660780094e-06,8.664585828767178e-05,False
RPL11,4.7466717,0.041812655,2.0679099173241964e-06,9.365301886135145e-05,False
MLEC,4.735937,0.55089706,2.180454100754497e-06,9.85764521754107e-05,False
SLC16A3,4.7353854,0.6508724,2.1863922777079296e-06,9.875812985383456e-05,False
SPCS2,4.693145,0.3304665,2.690370018734001e-06,0.00011973542969189177,False
EVI2A,4.6854725,0.43666476,2.793145616529765e-06,0.00012388082386139944,False
MYEOV2,4.684153,0.6235252,2.8112001938291555e-06,0.00012446697725655972,False
SET,4.677111,0.24821684,2.9094448510612708e-06,0.000128485080426953,False
MIR142HG,4.6650367,0.69504344,3.0856177395419908e-06,0.00013533577277404635,False
C17orf89,4.6526866,0.97708154,3.2763789408519e-06,0.00014236752005823358,False
TMEM258,4.650175,0.19535394,3.3165303437736214e-06,0.00014399059335566688,False
CCL5,4.648156,0.35329866,3.3491506717107516e-06,0.00014528423588378985,False
PSMD5-AS1,4.6416464,1.6053128,3.456440018431343e-06,0.00014981206913922132,False
NDUFS5,4.634526,0.2293078,3.577565204295719e-06,0.00015467107111815642,False
TYMP,4.6184826,0.46003607,3.8655660791050534e-06,0.00016628398297474647,False
SARS,4.600824,1.1399807,4.208230186668746e-06,0.00018027063001143517,False
ZCCHC11,4.600371,1.4554919,4.217393306954077e-06,0.00018036280204170689,False
CISH,4.59784,0.80379397,4.2689400963790494e-06,0.0001821131261015832,False
MRPL57,4.5696926,0.32780755,4.88440334776328e-06,0.00020631591415084171,False
B4GALT3,4.5558257,0.59378743,5.218019995315782e-06,0.0002198662512031174,False
MANF,4.5517187,0.5137316,5.320942136775031e-06,0.00022324246458990083,False
HIST1H1C,4.551591,2.419645,5.3241817767806e-06,0.00022324246458990083,False
OSTC,4.544421,0.38228336,5.508646448147562e-06,0.00023041369306040307,False
TRIB1,4.5434656,1.8218654,5.533681945715058e-06,0.00023127284219589625,False
QARS,4.534917,1.0742017,5.762611814444255e-06,0.00023976195983943738,False
ARID5A,4.53278,0.49277088,5.821245149746376e-06,0.00024094241388910022,False
C1orf43,4.4691186,0.3655025,7.854258342030117e-06,0.0003191831620701149,False
SNRPN,4.4673657,0.3678685,7.918875887450903e-06,0.00032155511180550437,False
SUSD3,4.461949,0.41139984,8.12176369563594e-06,0.0003292738365745294,False
TRMT112,4.4593096,0.19146608,8.222416808078896e-06,0.0003330920471984591,False
IGHG2,4.4536757,1.3818505,8.441246549040208e-06,0.00034016046655437716,False
RNASE6,4.4536266,0.6537863,8.443183715400786e-06,0.00034016046655437716,False
ISCU,4.4533114,0.23292977,8.45559164519461e-06,0.0003403938020046731,False
PDXK,4.4516964,0.8624665,8.5194563027928e-06,0.0003424288967703781,False
MAF,4.437859,0.81805104,9.08580562922954e-06,0.0003634887465105765,False
KRT10,4.4358597,0.2891242,9.170550191528047e-06,0.0003660251871634872,False
YARS,4.426533,2.2405558,9.575964200581736e-06,0.0003804356804567793,False
SQRDL,4.4224463,1.5165801,9.758972352555973e-06,0.00038710841140655335,False
AKTIP,4.4174924,0.75935274,9.985267271076922e-06,0.0003942609597562283,False
RP11-347P5.1,4.4045906,1.7726192,1.0598387445965657e-05,0.000416067151991854,False
SPCS3,4.3898373,0.50885725,1.1343548803024656e-05,0.0004424586041076668,False
ZBP1,4.387149,0.5533803,1.1484629978197134e-05,0.0004476221538774895,False
SIT1,4.378797,0.34493017,1.1933620405035321e-05,0.000464067197731109,False
DBI,4.3712234,0.23098196,1.2355226084897058e-05,0.0004793753179606213,False
CBX6,4.362645,0.60876256,1.2849916854172596e-05,0.0004967184776483178,False
TECR,4.3511915,0.2913684,1.3539978620349452e-05,0.0005214107934578882,False
RER1,4.349852,0.36889192,1.3622944562216596e-05,0.0005242133521592516,False
CRELD2,4.343519,0.5996734,1.4021812332551655e-05,0.0005383538812575504,False
SH3BGRL3,4.337443,0.09460504,1.4415005923945569e-05,0.0005501655970142074,False
EPRS,4.320631,1.1711502,1.5558352184996165e-05,0.0005911714203941527,False
FXYD5,4.317903,0.10450164,1.575185306741395e-05,0.0005976411036963959,False
DPP7,4.3056316,0.32119673,1.6650983666235927e-05,0.0006285104971830564,False
SYNGR1,4.3050704,1.0961946,1.669326395575703e-05,0.0006296444604074689,False
SEC61B,4.3005104,0.22190551,1.704050976027714e-05,0.0006422711693382699,False
CD3E,4.2975955,0.24275745,1.7266102469885394e-05,0.0006502975401688607,False
SMIM15,4.2963448,0.5898443,1.7363763875672392e-05,0.0006525426763152616,False
CMTM7,4.2934885,0.35772276,1.7588747251760477e-05,0.0006595523823677646,False
CXCR6,4.2905436,1.5933137,1.7823619644724686e-05,0.0006669015152594878,False
MVD,4.2807937,0.6375277,1.862280214098962e-05,0.0006942796554707493,False
LINC00969,4.2725997,1.2913938,1.9320724248996606e-05,0.0007156318366899765,False
GARS,4.263696,1.7722402,2.0107258357772952e-05,0.0007426261507470946,False
NACA2,4.254163,0.50750667,2.0983243737401463e-05,0.0007727172953787729,False
ANAPC16,4.244423,0.16039488,2.191568898323203e-05,0.0008042213743290453,False
YIF1A,4.229906,0.52287114,2.3378912012820217e-05,0.0008520266156987184,False
TVP23B,4.2298665,0.6902502,2.3383006409434225e-05,0.0008520266156987184,False
PTPMT1,4.2191906,0.5877592,2.4518095062722635e-05,0.0008876896233546475,False
TRAM1,4.21855,0.30466202,2.4587798308034732e-05,0.0008895872344245928,False
LINC00998,4.2182155,1.5044949,2.4624333520817294e-05,0.0008902830013907295,False
SAR1B,4.211026,0.5295759,2.542133755728296e-05,0.0009158802343467043,False
ZBTB38,4.1861486,0.3659404,2.8372772772700247e-05,0.001008095589509587,False
COTL1,4.1814213,0.23554309,2.8969265525209262e-05,0.001026453700234825,False
SDC1,4.176743,3.7815537,2.9571266760266243e-05,0.0010470629953765848,False
NDUFA4,4.171159,0.12771836,3.030543670614027e-05,0.0010699797572487609,False
PSPH,4.1664906,1.101243,3.0932448561529996e-05,0.0010899212678129832,False
PRELID1,4.164206,0.22246906,3.124381525472159e-05,0.0010994745603453602,False
DHCR24,4.153333,2.3308454,3.276673931445752e-05,0.0011467912954083064,False
STK38L,4.1513433,0.64823914,3.30529154015836e-05,0.001155235320367305,False
PQLC3,4.1510086,1.5996195,3.3101316496613016e-05,0.0011556058481221076,False
CCDC53,4.1460547,1.2250013,3.382528091733782e-05,0.001177431023433827,False
C12orf10,4.138678,1.3591671,3.493124062541934e-05,0.001211829040928236,False
ASNA1,4.134394,0.9463264,3.5589228186513576e-05,0.0012321632649661847,False
KIAA0907,4.130947,1.1979871,3.6127170545961625e-05,0.0012499466511423226,False
MZB1,4.130681,1.3542799,3.616898815983821e-05,0.0012505524884726857,False
SS18L2,4.1188235,0.3714142,3.8081171579782795e-05,0.0013105017494559634,False
MARCH7,4.0984564,1.4973756,4.159142592894595e-05,0.001421791150293961,False
NDUFAF3,4.067335,0.3311214,4.7553860267267283e-05,0.001607457952056746,False
FO538757.2,4.0644,1.6874125,4.8156158741064846e-05,0.00162461511797397,False
PROSC,4.059939,1.772518,4.9085604451063775e-05,0.001648404815795254,False
TXN,4.05789,0.26608565,4.9518043381972516e-05,0.0016596457613211142,False
CPSF3L,4.056945,1.4744434,4.971884634065283e-05,0.0016642389112126914,False
COMMD6,4.056689,0.08209752,4.9773363162292304e-05,0.001664980486328748,False
GNG5,4.055103,0.22127704,5.0112211960183865e-05,0.001674138364238662,False
RQCD1,4.0531726,2.4459872,5.0527675008261484e-05,0.0016869226630921719,False
LAT,4.0372376,0.26230413,5.408427280724585e-05,0.0017905583445219978,False
EI24,4.0351596,0.5907009,5.456519462100608e-05,0.001803453274757015,False
H1FX,4.0314465,2.622069,5.5434574658838674e-05,0.0018258629942688425,False
SAT2,4.0284033,0.43014136,5.6156912270277714e-05,0.0018461091517452063,False
RPS9,4.0280294,0.03819727,5.6246356592216214e-05,0.0018478688084012389,False
RPL10L,4.0253506,0.9770039,5.6890540810786046e-05,0.0018618985646522395,False
NCBP2-AS2,4.020653,1.1531699,5.80371374875829e-05,0.0018970105778025193,False
RMND5B,4.0200615,0.74495906,5.8182903470367977e-05,0.0019003147401373103,False
FAM159A,4.0199437,2.2011728,5.821209824398229e-05,0.0019003147401373103,False
GZMA,4.0186634,0.22619316,5.852926550748902e-05,0.0019070384115448355,False
THAP7,4.016654,0.5248338,5.903027527520046e-05,0.001922145317948426,False
FBXO18,4.013483,1.7174325,5.9829357662094954e-05,0.001945702144753136,False
FAM89B,4.0125966,0.9174318,6.005452865850934e-05,0.0019505589586003716,False
