scope,signature,n_pairs,median_CXCR3-,median_CXCR3+,median_diff,wilcoxon_p
pooled_both_datasets,unsigned,26,0.10855397582054138,0.1430530846118927,0.02927583083510399,2.9802322387695312e-08
pooled_both_datasets,signed,26,0.014185439562425017,0.005934154880898339,-0.024181352579034865,0.0009347796440124512
