tissue,dataset,total_counts,n_genes_detected
CSF,GSE133028,5746.0,1882
CSF,GSE133028,7212.0,2443
CSF,GSE133028,8765.0,3154
CSF,GSE133028,2862.0,1270
CSF,GSE133028,4885.0,1886
CSF,GSE133028,4244.0,1720
CSF,GSE133028,4850.0,1878
CSF,GSE133028,5680.0,1999
CSF,GSE133028,21909.0,4507
CSF,GSE133028,4251.0,1706
CSF,GSE133028,6483.0,2048
CSF,GSE133028,2671.0,1586
CSF,GSE133028,8984.0,3037
CSF,GSE133028,4356.0,1640
CSF,GSE133028,6133.0,2234
CSF,GSE133028,11937.0,3300
CSF,GSE133028,5694.0,2152
CSF,GSE133028,15293.0,4481
CSF,GSE133028,5800.0,1861
CSF,GSE133028,7946.0,3112
CSF,GSE133028,13980.0,3736
CSF,GSE133028,7160.0,2365
CSF,GSE133028,9229.0,3347
CSF,GSE133028,7237.0,2385
CSF,GSE133028,4641.0,1715
CSF,GSE133028,12299.0,3701
CSF,GSE133028,6216.0,2231
CSF,GSE133028,6913.0,2418
CSF,GSE133028,5404.0,2235
CSF,GSE133028,4827.0,1982
CSF,GSE133028,8786.0,3133
CSF,GSE133028,7140.0,2382
CSF,GSE133028,6350.0,2120
CSF,GSE133028,6134.0,2244
CSF,GSE133028,9464.0,3329
CSF,GSE133028,4347.0,1611
CSF,GSE133028,3001.0,1356
CSF,GSE133028,5844.0,2380
CSF,GSE133028,5014.0,1997
CSF,GSE133028,6642.0,2205
CSF,GSE133028,8281.0,2503
CSF,GSE133028,8638.0,2519
CSF,GSE133028,5000.0,2035
CSF,GSE133028,8126.0,2288
CSF,GSE133028,6996.0,2077
CSF,GSE133028,12332.0,3982
CSF,GSE133028,5543.0,1823
CSF,GSE133028,6459.0,2416
CSF,GSE133028,7321.0,2423
CSF,GSE133028,8187.0,2299
CSF,GSE133028,13387.0,3692
CSF,GSE133028,4597.0,1887
CSF,GSE133028,8133.0,3073
CSF,GSE133028,24740.0,5706
CSF,GSE133028,6787.0,2519
CSF,GSE133028,4184.0,1513
CSF,GSE133028,10000.0,2761
CSF,GSE133028,7486.0,2382
CSF,GSE133028,11464.0,3489
CSF,GSE133028,5669.0,2052
CSF,GSE133028,6728.0,2655
CSF,GSE133028,12319.0,3828
CSF,GSE133028,19606.0,4053
CSF,GSE133028,5936.0,2055
CSF,GSE133028,4928.0,1992
CSF,GSE133028,7494.0,2414
CSF,GSE133028,1649.0,1041
CSF,GSE133028,25944.0,6275
CSF,GSE133028,6707.0,2158
CSF,GSE133028,6986.0,2280
CSF,GSE133028,13383.0,3737
CSF,GSE133028,2162.0,1241
CSF,GSE133028,4153.0,1665
CSF,GSE133028,4647.0,1697
CSF,GSE133028,5563.0,2081
CSF,GSE133028,7764.0,2773
CSF,GSE133028,2527.0,1455
CSF,GSE133028,3077.0,1480
CSF,GSE133028,4455.0,1923
CSF,GSE133028,4540.0,1859
CSF,GSE133028,4492.0,1666
CSF,GSE133028,18024.0,4320
CSF,GSE133028,5384.0,2103
CSF,GSE133028,5783.0,2439
CSF,GSE133028,2452.0,1275
CSF,GSE133028,3950.0,1177
CSF,GSE133028,34168.0,6749
CSF,GSE133028,9715.0,3379
CSF,GSE133028,4610.0,2060
CSF,GSE133028,4564.0,1836
CSF,GSE133028,3021.0,1498
CSF,GSE133028,2170.0,1312
CSF,GSE133028,5283.0,2457
CSF,GSE133028,4225.0,1855
CSF,GSE133028,4463.0,1936
CSF,GSE133028,13591.0,4349
CSF,GSE133028,4447.0,1963
CSF,GSE133028,3009.0,1415
CSF,GSE133028,11014.0,3309
CSF,GSE133028,5304.0,2151
CSF,GSE133028,6725.0,2291
CSF,GSE133028,3092.0,1441
CSF,GSE133028,14836.0,4649
CSF,GSE133028,29090.0,6204
CSF,GSE133028,4664.0,2030
CSF,GSE133028,5141.0,2170
CSF,GSE133028,5657.0,2555
CSF,GSE133028,3765.0,1693
CSF,GSE133028,6373.0,2263
CSF,GSE133028,4713.0,2041
CSF,GSE133028,4455.0,1836
CSF,GSE133028,6744.0,2299
CSF,GSE133028,11295.0,3539
CSF,GSE133028,5422.0,2181
CSF,GSE133028,5577.0,1910
CSF,GSE133028,5816.0,1921
CSF,GSE133028,6447.0,2100
CSF,GSE133028,6565.0,2297
CSF,GSE133028,5505.0,2087
CSF,GSE133028,4268.0,1944
CSF,GSE133028,6035.0,2598
CSF,GSE133028,6522.0,2508
CSF,GSE133028,4148.0,1887
CSF,GSE133028,4316.0,1813
CSF,GSE133028,5371.0,2284
CSF,GSE133028,3520.0,1688
CSF,GSE133028,5975.0,2297
CSF,GSE133028,5814.0,2703
CSF,GSE133028,6655.0,2830
CSF,GSE133028,5344.0,2482
CSF,GSE133028,5681.0,2128
CSF,GSE133028,6776.0,2149
CSF,GSE133028,13441.0,4081
CSF,GSE133028,7100.0,2210
CSF,GSE133028,4721.0,2085
CSF,GSE133028,8043.0,2558
CSF,GSE133028,7464.0,2619
CSF,GSE133028,13321.0,4553
CSF,GSE133028,4667.0,1835
CSF,GSE133028,6869.0,2735
CSF,GSE133028,5026.0,1865
CSF,GSE133028,6920.0,2762
CSF,GSE133028,4784.0,2035
CSF,GSE133028,3513.0,1630
CSF,GSE133028,6169.0,2580
CSF,GSE133028,8109.0,2877
CSF,GSE133028,5295.0,2065
CSF,GSE133028,6719.0,2181
CSF,GSE133028,6569.0,2198
CSF,GSE133028,4042.0,1630
CSF,GSE133028,1750.0,949
CSF,GSE133028,3752.0,1660
CSF,GSE133028,5591.0,2069
CSF,GSE133028,5157.0,1976
CSF,GSE133028,6970.0,2768
CSF,GSE133028,4578.0,1969
CSF,GSE133028,9617.0,3403
CSF,GSE133028,14021.0,4319
CSF,GSE133028,6116.0,2128
CSF,GSE133028,6037.0,2366
CSF,GSE133028,4805.0,2031
CSF,GSE133028,2474.0,1164
CSF,GSE133028,3101.0,1454
CSF,GSE133028,2332.0,1012
CSF,GSE133028,25245.0,5035
CSF,GSE133028,2478.0,1277
CSF,GSE133028,1899.0,1062
CSF,GSE133028,2190.0,1183
CSF,GSE133028,8684.0,2982
CSF,GSE133028,5129.0,2374
CSF,GSE133028,2772.0,1285
CSF,GSE133028,23722.0,4995
CSF,GSE133028,3290.0,1311
CSF,GSE133028,2440.0,1018
CSF,GSE133028,2566.0,1320
CSF,GSE133028,1403.0,829
CSF,GSE133028,7644.0,2461
CSF,GSE133028,9498.0,3285
CSF,GSE133028,17915.0,5019
CSF,GSE133028,2873.0,1381
CSF,GSE133028,9572.0,3409
CSF,GSE133028,5218.0,2329
CSF,GSE133028,3207.0,1492
CSF,GSE133028,2273.0,1090
CSF,GSE133028,2958.0,1235
CSF,GSE133028,1905.0,1003
CSF,GSE133028,3190.0,1290
CSF,GSE133028,2544.0,1102
CSF,GSE133028,2521.0,1219
CSF,GSE133028,3279.0,1596
CSF,GSE133028,2982.0,1291
CSF,GSE133028,2498.0,1241
CSF,GSE133028,3218.0,1347
CSF,GSE133028,2526.0,1412
CSF,GSE133028,2569.0,1110
CSF,GSE133028,2069.0,1091
CSF,GSE133028,15661.0,3979
CSF,GSE133028,3548.0,1364
CSF,GSE133028,9085.0,3133
CSF,GSE133028,2456.0,1119
CSF,GSE133028,1969.0,907
CSF,GSE133028,14980.0,3736
CSF,GSE133028,2572.0,1264
CSF,GSE133028,3351.0,1495
CSF,GSE133028,2390.0,1168
CSF,GSE133028,5029.0,2258
CSF,GSE133028,1890.0,1075
CSF,GSE133028,9781.0,3059
CSF,GSE133028,1771.0,1046
CSF,GSE133028,7274.0,2612
CSF,GSE133028,7648.0,2282
CSF,GSE133028,3701.0,1488
CSF,GSE133028,2315.0,1102
CSF,GSE133028,1964.0,1090
CSF,GSE133028,2076.0,1009
CSF,GSE133028,2211.0,1129
CSF,GSE133028,3173.0,1374
CSF,GSE133028,1354.0,777
CSF,GSE133028,2128.0,1132
CSF,GSE133028,2930.0,1603
CSF,GSE133028,2083.0,975
CSF,GSE133028,9636.0,3310
CSF,GSE133028,2652.0,1238
CSF,GSE133028,1652.0,972
CSF,GSE133028,3951.0,1737
CSF,GSE133028,1487.0,872
CSF,GSE133028,5333.0,2042
CSF,GSE133028,2057.0,981
CSF,GSE133028,4782.0,2237
CSF,GSE133028,1979.0,1110
CSF,GSE133028,25000.0,5621
CSF,GSE133028,1752.0,1033
CSF,GSE133028,2669.0,1222
CSF,GSE133028,2492.0,1186
CSF,GSE133028,2628.0,1373
CSF,GSE133028,1971.0,1108
CSF,GSE133028,2311.0,1061
CSF,GSE133028,11882.0,3724
CSF,GSE133028,3058.0,1420
CSF,GSE133028,2613.0,1370
CSF,GSE133028,2091.0,1069
CSF,GSE133028,1425.0,720
CSF,GSE133028,6502.0,2525
CSF,GSE133028,2331.0,1083
CSF,GSE133028,2304.0,1143
CSF,GSE133028,7639.0,2615
CSF,GSE133028,2249.0,1256
CSF,GSE133028,1814.0,1103
CSF,GSE133028,2216.0,1192
CSF,GSE133028,8894.0,3269
CSF,GSE133028,11973.0,3636
CSF,GSE133028,2278.0,1283
CSF,GSE133028,2056.0,1117
CSF,GSE133028,3865.0,1497
CSF,GSE133028,2011.0,1088
CSF,GSE133028,1085.0,743
CSF,GSE133028,10269.0,2981
CSF,GSE133028,2098.0,1072
CSF,GSE133028,1366.0,753
CSF,GSE133028,11748.0,3542
CSF,GSE133028,3230.0,1360
CSF,GSE133028,2936.0,1248
CSF,GSE133028,2653.0,1163
CSF,GSE133028,1538.0,802
CSF,GSE133028,6225.0,2339
CSF,GSE133028,2087.0,1061
CSF,GSE133028,1583.0,912
CSF,GSE133028,2251.0,1231
CSF,GSE133028,8109.0,3055
CSF,GSE133028,2762.0,1367
CSF,GSE133028,3182.0,1474
CSF,GSE133028,32735.0,4991
CSF,GSE133028,17320.0,4990
CSF,GSE133028,2870.0,1364
CSF,GSE133028,2863.0,1305
CSF,GSE133028,2368.0,1264
CSF,GSE133028,2157.0,1018
CSF,GSE133028,2161.0,1280
CSF,GSE133028,4019.0,1910
CSF,GSE133028,5077.0,2011
CSF,GSE133028,2296.0,1122
CSF,GSE133028,7139.0,2796
CSF,GSE133028,2965.0,1480
CSF,GSE133028,1613.0,915
CSF,GSE133028,4886.0,2026
CSF,GSE133028,2788.0,1183
CSF,GSE133028,2023.0,1069
CSF,GSE133028,2503.0,1215
CSF,GSE133028,2575.0,1112
CSF,GSE133028,6638.0,2168
CSF,GSE133028,2564.0,1397
CSF,GSE133028,2276.0,1297
CSF,GSE133028,1805.0,1035
CSF,GSE133028,4178.0,1528
CSF,GSE133028,2401.0,1163
CSF,GSE133028,16879.0,4642
CSF,GSE133028,7026.0,2471
CSF,GSE133028,24481.0,5145
CSF,GSE133028,3125.0,1548
CSF,GSE133028,3684.0,1599
CSF,GSE133028,2951.0,1166
CSF,GSE133028,2639.0,1102
CSF,GSE133028,3030.0,1461
CSF,GSE133028,1702.0,1008
CSF,GSE133028,2212.0,1079
CSF,GSE133028,13883.0,4027
CSF,GSE133028,1656.0,950
CSF,GSE133028,2448.0,1190
CSF,GSE133028,1669.0,871
CSF,GSE133028,3302.0,1389
CSF,GSE133028,7394.0,2367
CSF,GSE133028,2116.0,1000
CSF,GSE133028,2465.0,1115
CSF,GSE133028,3611.0,1510
CSF,GSE133028,2922.0,1284
CSF,GSE133028,2784.0,1461
CSF,GSE133028,5777.0,2250
CSF,GSE133028,3453.0,1416
CSF,GSE133028,1771.0,954
CSF,GSE133028,1755.0,853
CSF,GSE133028,9824.0,2974
CSF,GSE133028,2136.0,1140
CSF,GSE133028,7670.0,2789
CSF,GSE133028,2645.0,1211
CSF,GSE133028,5507.0,2257
CSF,GSE133028,3223.0,1369
CSF,GSE133028,3582.0,1269
CSF,GSE133028,1965.0,1096
CSF,GSE133028,2273.0,1186
CSF,GSE133028,3445.0,1642
CSF,GSE133028,2097.0,1021
CSF,GSE133028,2154.0,1077
CSF,GSE133028,6797.0,2346
CSF,GSE133028,958.0,158
CSF,GSE133028,2093.0,975
CSF,GSE133028,3489.0,1272
CSF,GSE133028,1986.0,979
CSF,GSE133028,4295.0,1654
CSF,GSE133028,2622.0,1252
CSF,GSE133028,7324.0,2720
CSF,GSE133028,8054.0,2948
CSF,GSE133028,2542.0,1239
CSF,GSE133028,2219.0,976
CSF,GSE133028,1829.0,923
CSF,GSE133028,17630.0,4665
CSF,GSE133028,3315.0,1547
CSF,GSE133028,5196.0,2301
CSF,GSE133028,2291.0,1086
CSF,GSE133028,2041.0,1024
CSF,GSE133028,2485.0,1179
CSF,GSE133028,2865.0,1211
CSF,GSE133028,2220.0,1224
CSF,GSE133028,1890.0,1029
CSF,GSE133028,2488.0,1193
CSF,GSE133028,4867.0,1990
CSF,GSE133028,12711.0,3900
CSF,GSE133028,18420.0,4173
CSF,GSE133028,2629.0,1228
CSF,GSE133028,2181.0,1104
CSF,GSE133028,2337.0,1274
CSF,GSE133028,2493.0,1380
CSF,GSE133028,2652.0,1259
CSF,GSE133028,1885.0,997
CSF,GSE133028,4102.0,1579
CSF,GSE133028,12769.0,3912
CSF,GSE133028,2665.0,1397
CSF,GSE133028,1635.0,913
CSF,GSE133028,1743.0,965
CSF,GSE133028,6298.0,2577
CSF,GSE133028,1997.0,1090
CSF,GSE133028,1754.0,998
CSF,GSE133028,1865.0,916
CSF,GSE133028,2271.0,1206
CSF,GSE133028,2742.0,1242
CSF,GSE133028,3864.0,1374
CSF,GSE133028,7121.0,2838
CSF,GSE133028,6225.0,2246
CSF,GSE133028,9983.0,3157
CSF,GSE133028,2085.0,1079
CSF,GSE133028,8639.0,2811
CSF,GSE133028,3193.0,1415
CSF,GSE133028,3218.0,1394
CSF,GSE133028,4168.0,1548
CSF,GSE133028,2558.0,1331
CSF,GSE133028,7062.0,2675
CSF,GSE133028,3352.0,1520
CSF,GSE133028,10753.0,3463
CSF,GSE133028,30370.0,6037
CSF,GSE133028,2672.0,1266
CSF,GSE133028,3143.0,1304
CSF,GSE133028,3177.0,1321
CSF,GSE133028,3069.0,1399
CSF,GSE133028,3485.0,1647
CSF,GSE133028,18972.0,4022
CSF,GSE133028,2299.0,975
CSF,GSE133028,5059.0,2063
CSF,GSE133028,3819.0,1976
CSF,GSE133028,3045.0,1391
CSF,GSE133028,2452.0,1071
CSF,GSE133028,1780.0,1098
CSF,GSE133028,2085.0,1139
CSF,GSE133028,4300.0,1777
CSF,GSE133028,2155.0,1149
CSF,GSE133028,2753.0,1246
CSF,GSE133028,1897.0,1004
CSF,GSE133028,2976.0,1245
CSF,GSE133028,3707.0,1499
CSF,GSE133028,10915.0,3472
CSF,GSE133028,1892.0,986
CSF,GSE133028,2338.0,1136
CSF,GSE133028,2277.0,1175
CSF,GSE133028,3779.0,1682
CSF,GSE133028,9329.0,3230
CSF,GSE133028,7912.0,2862
CSF,GSE133028,24577.0,6521
CSF,GSE133028,2613.0,1273
CSF,GSE133028,3216.0,1432
CSF,GSE133028,9108.0,2905
CSF,GSE133028,25488.0,5841
CSF,GSE133028,11455.0,3869
CSF,GSE133028,2218.0,1154
CSF,GSE133028,2309.0,1181
CSF,GSE133028,1626.0,972
CSF,GSE133028,2134.0,1116
CSF,GSE133028,2852.0,1384
CSF,GSE133028,10465.0,3264
CSF,GSE133028,1796.0,767
CSF,GSE133028,6816.0,2460
CSF,GSE133028,2781.0,1397
CSF,GSE133028,2191.0,1086
CSF,GSE133028,13205.0,3078
CSF,GSE133028,1540.0,727
CSF,GSE133028,2630.0,1079
CSF,GSE133028,2890.0,1177
CSF,GSE133028,2364.0,1224
CSF,GSE133028,1917.0,848
CSF,GSE133028,3080.0,1215
CSF,GSE133028,4918.0,2070
CSF,GSE133028,2503.0,1092
CSF,GSE133028,2614.0,1205
CSF,GSE133028,2899.0,1518
CSF,GSE133028,2143.0,1200
CSF,GSE133028,2782.0,1425
CSF,GSE133028,2158.0,1014
CSF,GSE133028,2164.0,1120
CSF,GSE133028,2467.0,1167
CSF,GSE133028,2161.0,1105
CSF,GSE133028,2602.0,1267
CSF,GSE133028,1637.0,966
CSF,GSE133028,3452.0,1452
CSF,GSE133028,18469.0,4391
CSF,GSE133028,1985.0,1011
CSF,GSE133028,6631.0,2558
CSF,GSE133028,1914.0,1040
CSF,GSE133028,1032.0,695
CSF,GSE133028,1744.0,863
CSF,GSE133028,2839.0,1142
CSF,GSE133028,2743.0,1213
CSF,GSE133028,1469.0,1009
CSF,GSE133028,2770.0,1296
CSF,GSE133028,3364.0,1437
CSF,GSE133028,2244.0,1233
CSF,GSE133028,2225.0,1016
CSF,GSE133028,872.0,104
CSF,GSE133028,2079.0,1168
CSF,GSE133028,12894.0,3805
CSF,GSE133028,2557.0,1379
CSF,GSE133028,2585.0,1240
CSF,GSE133028,8271.0,2825
CSF,GSE133028,2431.0,1130
CSF,GSE133028,4307.0,1925
CSF,GSE133028,2158.0,1271
CSF,GSE133028,3506.0,1341
CSF,GSE133028,8975.0,2874
CSF,GSE133028,4820.0,2058
CSF,GSE133028,1199.0,812
CSF,GSE133028,1759.0,901
CSF,GSE133028,2372.0,1191
CSF,GSE133028,17997.0,4891
CSF,GSE133028,9083.0,3071
CSF,GSE133028,2086.0,1059
CSF,GSE133028,2315.0,1129
CSF,GSE133028,2633.0,1250
CSF,GSE133028,5739.0,2208
CSF,GSE133028,1954.0,951
CSF,GSE133028,2205.0,1092
CSF,GSE133028,3601.0,1405
CSF,GSE133028,1259.0,682
CSF,GSE133028,1589.0,848
CSF,GSE133028,1900.0,379
CSF,GSE133028,2143.0,1036
CSF,GSE133028,2209.0,1038
CSF,GSE133028,2269.0,1083
CSF,GSE133028,2397.0,1481
CSF,GSE133028,4664.0,1824
CSF,GSE133028,2362.0,1135
CSF,GSE133028,2356.0,1087
CSF,GSE133028,2267.0,1100
CSF,GSE133028,1841.0,933
CSF,GSE133028,2457.0,1321
CSF,GSE133028,2011.0,1086
CSF,GSE133028,2319.0,1222
CSF,GSE133028,2782.0,1112
CSF,GSE133028,3180.0,1254
CSF,GSE133028,2639.0,1156
CSF,GSE133028,2371.0,1057
CSF,GSE133028,3334.0,1709
CSF,GSE133028,2699.0,1255
CSF,GSE133028,1861.0,984
CSF,GSE133028,12552.0,3671
CSF,GSE133028,2695.0,1137
CSF,GSE133028,3173.0,1399
CSF,GSE133028,2438.0,1151
CSF,GSE133028,2027.0,1041
CSF,GSE133028,1379.0,785
CSF,GSE133028,2629.0,1153
CSF,GSE133028,4556.0,2011
CSF,GSE133028,2130.0,1118
CSF,GSE133028,2738.0,1228
CSF,GSE133028,2483.0,961
CSF,GSE133028,1344.0,753
CSF,GSE133028,6487.0,1956
CSF,GSE133028,2045.0,882
CSF,GSE133028,1056.0,543
CSF,GSE133028,1758.0,907
CSF,GSE133028,1478.0,880
CSF,GSE133028,6045.0,2491
CSF,GSE133028,5854.0,2470
CSF,GSE133028,2069.0,1058
CSF,GSE133028,1933.0,1064
CSF,GSE133028,3201.0,1364
CSF,GSE133028,2045.0,1088
CSF,GSE133028,3283.0,1361
CSF,GSE133028,1965.0,914
CSF,GSE133028,2254.0,1166
CSF,GSE133028,1955.0,1023
CSF,GSE133028,1626.0,949
CSF,GSE133028,1753.0,939
CSF,GSE133028,2426.0,1266
CSF,GSE133028,1458.0,705
CSF,GSE133028,1906.0,933
CSF,GSE133028,2485.0,1046
CSF,GSE133028,2061.0,985
CSF,GSE133028,2089.0,1097
CSF,GSE133028,2174.0,1029
CSF,GSE133028,2374.0,1211
CSF,GSE133028,2082.0,1195
CSF,GSE133028,2384.0,1249
CSF,GSE133028,2844.0,1366
CSF,GSE133028,2257.0,1075
CSF,GSE133028,1421.0,824
CSF,GSE133028,2011.0,862
CSF,GSE133028,1767.0,964
CSF,GSE133028,3936.0,1726
CSF,GSE133028,1772.0,788
CSF,GSE133028,3198.0,1302
CSF,GSE133028,1905.0,964
CSF,GSE133028,4284.0,1230
CSF,GSE133028,2044.0,971
CSF,GSE133028,2494.0,1367
CSF,GSE133028,2346.0,1166
CSF,GSE133028,8652.0,3082
CSF,GSE133028,2702.0,1317
CSF,GSE133028,2390.0,1301
CSF,GSE133028,2495.0,1301
CSF,GSE133028,4426.0,1619
CSF,GSE133028,2451.0,1236
CSF,GSE133028,5655.0,2452
CSF,GSE133028,1796.0,884
CSF,GSE133028,2153.0,1147
CSF,GSE133028,6950.0,2650
CSF,GSE133028,2249.0,1072
CSF,GSE133028,8227.0,2788
CSF,GSE133028,7514.0,2637
CSF,GSE133028,2473.0,1113
CSF,GSE133028,1440.0,800
CSF,GSE133028,1812.0,1017
CSF,GSE133028,3940.0,1679
CSF,GSE133028,2630.0,1157
CSF,GSE133028,3566.0,1460
CSF,GSE133028,5623.0,2216
CSF,GSE133028,1636.0,904
CSF,GSE133028,2160.0,1369
CSF,GSE133028,2770.0,1233
CSF,GSE133028,2454.0,1248
CSF,GSE133028,2097.0,982
CSF,GSE133028,1922.0,1070
CSF,GSE133028,1779.0,987
CSF,GSE133028,7300.0,2589
CSF,GSE133028,1522.0,852
CSF,GSE133028,8322.0,2920
CSF,GSE133028,3352.0,1453
CSF,GSE133028,1928.0,1165
CSF,GSE133028,2210.0,965
CSF,GSE133028,1973.0,1129
CSF,GSE133028,2293.0,1057
CSF,GSE133028,2572.0,1198
CSF,GSE133028,2357.0,1223
CSF,GSE133028,4941.0,1895
CSF,GSE133028,2949.0,1263
CSF,GSE133028,2695.0,1446
CSF,GSE133028,5742.0,2254
CSF,GSE133028,2224.0,1124
CSF,GSE133028,3719.0,1620
CSF,GSE133028,2149.0,1167
CSF,GSE133028,7662.0,2843
CSF,GSE133028,1257.0,756
CSF,GSE133028,2493.0,1238
CSF,GSE133028,2559.0,1258
CSF,GSE133028,2808.0,1279
CSF,GSE133028,1490.0,930
CSF,GSE133028,3115.0,1242
CSF,GSE133028,4986.0,2174
CSF,GSE133028,1117.0,676
CSF,GSE133028,1310.0,823
CSF,GSE133028,3063.0,1175
CSF,GSE133028,2635.0,1286
CSF,GSE133028,6792.0,2212
CSF,GSE133028,2340.0,1082
CSF,GSE133028,2311.0,1278
CSF,GSE133028,1916.0,1090
CSF,GSE133028,1057.0,526
CSF,GSE133028,2348.0,1284
CSF,GSE133028,5006.0,2042
CSF,GSE133028,5718.0,2529
CSF,GSE133028,2566.0,1195
CSF,GSE133028,2623.0,1370
CSF,GSE133028,3072.0,1335
CSF,GSE133028,2075.0,1019
CSF,GSE133028,2392.0,1181
CSF,GSE133028,2835.0,1406
CSF,GSE133028,3327.0,1220
CSF,GSE133028,1642.0,969
CSF,GSE133028,1107.0,695
CSF,GSE133028,1808.0,1019
CSF,GSE133028,5898.0,2058
CSF,GSE133028,2583.0,998
CSF,GSE133028,3779.0,1540
CSF,GSE133028,1610.0,925
CSF,GSE133028,10186.0,3256
CSF,GSE133028,1602.0,867
CSF,GSE133028,1310.0,704
CSF,GSE133028,1995.0,995
CSF,GSE133028,6444.0,2159
CSF,GSE133028,2400.0,1146
CSF,GSE133028,6335.0,2240
CSF,GSE133028,11479.0,3615
CSF,GSE133028,1906.0,1036
CSF,GSE133028,2232.0,1065
CSF,GSE133028,2857.0,1245
CSF,GSE133028,5345.0,1957
CSF,GSE133028,1297.0,716
CSF,GSE133028,2609.0,1132
CSF,GSE133028,2550.0,1021
CSF,GSE133028,1283.0,785
CSF,GSE133028,2115.0,1078
CSF,GSE133028,1921.0,1030
CSF,GSE133028,2325.0,1079
CSF,GSE133028,2173.0,1086
CSF,GSE133028,2389.0,1312
CSF,GSE133028,1699.0,969
CSF,GSE133028,4802.0,2093
CSF,GSE133028,3612.0,1572
CSF,GSE133028,2359.0,1055
CSF,GSE133028,2432.0,1162
CSF,GSE133028,4197.0,2075
CSF,GSE133028,4287.0,1897
CSF,GSE133028,5268.0,2333
CSF,GSE133028,2012.0,918
CSF,GSE133028,1786.0,861
CSF,GSE133028,2170.0,1071
CSF,GSE133028,2128.0,877
CSF,GSE133028,1790.0,856
CSF,GSE133028,2404.0,1244
CSF,GSE133028,2186.0,1123
CSF,GSE133028,2195.0,1187
CSF,GSE133028,2563.0,1182
CSF,GSE133028,2093.0,1165
CSF,GSE133028,2149.0,972
CSF,GSE133028,2584.0,1195
CSF,GSE133028,2773.0,1240
CSF,GSE133028,2210.0,945
CSF,GSE133028,1608.0,828
CSF,GSE133028,2895.0,1192
CSF,GSE133028,2527.0,1243
CSF,GSE133028,3410.0,1511
CSF,GSE133028,5849.0,1929
CSF,GSE133028,3376.0,1353
CSF,GSE133028,6565.0,2226
CSF,GSE133028,2732.0,1297
CSF,GSE133028,1120.0,677
CSF,GSE133028,2706.0,1246
CSF,GSE133028,5583.0,2210
CSF,GSE133028,2288.0,1247
CSF,GSE133028,530.0,410
CSF,GSE133028,1812.0,997
CSF,GSE133028,3517.0,1449
CSF,GSE133028,2588.0,1206
CSF,GSE133028,2737.0,1082
CSF,GSE133028,2089.0,967
CSF,GSE133028,2110.0,1108
CSF,GSE133028,1409.0,972
CSF,GSE133028,1493.0,1004
CSF,GSE133028,3688.0,1495
CSF,GSE133028,2387.0,1072
CSF,GSE133028,1126.0,587
CSF,GSE133028,2259.0,1244
CSF,GSE133028,3206.0,1437
CSF,GSE133028,2384.0,1528
CSF,GSE133028,5330.0,2603
CSF,GSE133028,2283.0,1261
CSF,GSE133028,1740.0,1161
CSF,GSE133028,3326.0,1438
CSF,GSE133028,2259.0,1140
CSF,GSE133028,2598.0,1265
CSF,GSE133028,2655.0,1245
CSF,GSE133028,1181.0,846
CSF,GSE133028,1449.0,968
CSF,GSE133028,1832.0,988
CSF,GSE133028,3241.0,1399
CSF,GSE133028,2540.0,1290
CSF,GSE133028,1301.0,845
CSF,GSE133028,2529.0,1286
CSF,GSE133028,1344.0,832
CSF,GSE133028,2028.0,1022
CSF,GSE133028,3059.0,1639
CSF,GSE133028,707.0,555
CSF,GSE133028,1045.0,734
CSF,GSE133028,2573.0,1164
CSF,GSE133028,2037.0,984
CSF,GSE133028,2690.0,1324
CSF,GSE133028,1024.0,690
CSF,GSE133028,3162.0,1404
CSF,GSE133028,10142.0,3046
CSF,GSE133028,3130.0,1320
CSF,GSE133028,1492.0,1009
CSF,GSE133028,2934.0,1280
CSF,GSE133028,1509.0,768
CSF,GSE133028,2898.0,1334
CSF,GSE133028,3335.0,1405
CSF,GSE133028,2552.0,1158
CSF,GSE133028,2530.0,1137
CSF,GSE133028,2336.0,1127
CSF,GSE133028,3231.0,1596
CSF,GSE133028,2554.0,1212
CSF,GSE133028,1803.0,1180
CSF,GSE133028,2085.0,1118
CSF,GSE133028,7459.0,2696
CSF,GSE133028,2954.0,1416
CSF,GSE133028,1292.0,919
CSF,GSE133028,2252.0,1106
CSF,GSE133028,1517.0,1001
CSF,GSE133028,1239.0,885
CSF,GSE133028,1747.0,1202
CSF,GSE133028,2676.0,1361
CSF,GSE133028,1133.0,653
CSF,GSE133028,2702.0,1311
CSF,GSE133028,2292.0,1196
CSF,GSE133028,3076.0,1298
CSF,GSE133028,1050.0,790
CSF,GSE133028,2489.0,1105
CSF,GSE133028,2094.0,1139
CSF,GSE133028,2070.0,987
CSF,GSE133028,1319.0,935
CSF,GSE133028,3059.0,1648
CSF,GSE133028,5085.0,2488
CSF,GSE133028,1500.0,877
CSF,GSE133028,8721.0,2654
CSF,GSE133028,1500.0,964
CSF,GSE133028,649.0,470
CSF,GSE133028,844.0,635
CSF,GSE133028,2035.0,1074
CSF,GSE133028,1814.0,943
CSF,GSE133028,3235.0,1433
CSF,GSE133028,2275.0,1126
CSF,GSE133028,1407.0,951
CSF,GSE133028,2213.0,1084
CSF,GSE133028,1015.0,665
CSF,GSE133028,2771.0,1303
CSF,GSE133028,2569.0,1063
CSF,GSE133028,4255.0,1806
CSF,GSE133028,1551.0,1091
CSF,GSE133028,1557.0,1115
