tissue,dataset,total_counts,n_genes_detected
CSF,GSE133028,12915.0,3358
CSF,GSE133028,3075.0,1506
CSF,GSE133028,14369.0,3602
CSF,GSE133028,4070.0,1631
CSF,GSE133028,4616.0,1576
CSF,GSE133028,9075.0,2684
CSF,GSE133028,3678.0,1232
CSF,GSE133028,5095.0,1791
CSF,GSE133028,2223.0,1025
CSF,GSE133028,1385.0,910
CSF,GSE133028,2448.0,1074
CSF,GSE133028,3717.0,1234
CSF,GSE133028,3715.0,1357
CSF,GSE133028,3139.0,1146
CSF,GSE133028,3811.0,1743
CSF,GSE133028,5898.0,1714
CSF,GSE133028,11136.0,2356
CSF,GSE133028,2405.0,825
CSF,GSE133028,5756.0,2019
CSF,GSE133028,4013.0,1521
CSF,GSE133028,3251.0,1230
CSF,GSE133028,3997.0,1559
CSF,GSE133028,4346.0,1510
CSF,GSE133028,3805.0,1214
CSF,GSE133028,4203.0,1446
CSF,GSE133028,3001.0,1142
CSF,GSE133028,6063.0,2067
CSF,GSE133028,3112.0,1113
CSF,GSE133028,4021.0,1433
CSF,GSE133028,8687.0,2701
CSF,GSE133028,4299.0,1332
CSF,GSE133028,11398.0,2994
CSF,GSE133028,19778.0,4499
CSF,GSE133028,2531.0,814
CSF,GSE133028,4043.0,1404
CSF,GSE133028,2805.0,952
CSF,GSE133028,5777.0,1958
CSF,GSE133028,25326.0,5520
CSF,GSE133028,1788.0,886
CSF,GSE133028,3339.0,1543
CSF,GSE133028,6592.0,2626
CSF,GSE133028,3233.0,1332
CSF,GSE133028,2922.0,1103
CSF,GSE133028,8227.0,2392
CSF,GSE133028,4306.0,1374
CSF,GSE133028,3518.0,1282
CSF,GSE133028,4346.0,1540
CSF,GSE133028,4280.0,1438
CSF,GSE133028,4611.0,1888
CSF,GSE133028,2853.0,1072
CSF,GSE133028,14405.0,3156
CSF,GSE133028,3701.0,1102
CSF,GSE133028,2586.0,975
CSF,GSE133028,4207.0,1235
CSF,GSE133028,7960.0,2592
CSF,GSE133028,4417.0,1561
CSF,GSE133028,3598.0,1356
CSF,GSE133028,2226.0,950
CSF,GSE133028,3198.0,1055
CSF,GSE133028,3578.0,1225
CSF,GSE133028,22534.0,4080
CSF,GSE133028,3836.0,1458
CSF,GSE133028,6275.0,1928
CSF,GSE133028,4118.0,1591
CSF,GSE133028,1263.0,730
CSF,GSE133028,2003.0,828
CSF,GSE133028,2225.0,1085
CSF,GSE133028,2046.0,932
CSF,GSE133028,2264.0,842
CSF,GSE133028,5961.0,2373
CSF,GSE133028,1647.0,860
CSF,GSE133028,3208.0,1274
CSF,GSE133028,2047.0,1020
CSF,GSE133028,2284.0,1084
CSF,GSE133028,1841.0,841
CSF,GSE133028,1145.0,700
CSF,GSE133028,1517.0,811
CSF,GSE133028,4028.0,1449
CSF,GSE133028,1352.0,746
CSF,GSE133028,4619.0,1644
CSF,GSE133028,1865.0,751
CSF,GSE133028,1634.0,848
CSF,GSE133028,1605.0,679
CSF,GSE133028,2161.0,938
CSF,GSE133028,1404.0,700
CSF,GSE133028,2331.0,835
CSF,GSE133028,1291.0,656
CSF,GSE133028,2220.0,918
CSF,GSE133028,2270.0,876
CSF,GSE133028,7617.0,2895
CSF,GSE133028,1531.0,802
CSF,GSE133028,1640.0,775
CSF,GSE133028,2336.0,1276
CSF,GSE133028,1876.0,863
CSF,GSE133028,1408.0,741
CSF,GSE133028,2373.0,1083
CSF,GSE133028,5907.0,2183
CSF,GSE133028,2380.0,1101
CSF,GSE133028,1876.0,708
CSF,GSE133028,2633.0,1349
CSF,GSE133028,1868.0,832
CSF,GSE133028,1406.0,717
CSF,GSE133028,1602.0,790
CSF,GSE133028,2424.0,1200
CSF,GSE133028,2497.0,1242
CSF,GSE133028,1074.0,643
CSF,GSE133028,2287.0,1129
CSF,GSE133028,3443.0,1342
CSF,GSE133028,2224.0,1053
CSF,GSE133028,1723.0,949
CSF,GSE133028,1499.0,671
CSF,GSE133028,1751.0,952
CSF,GSE133028,1297.0,722
CSF,GSE133028,1477.0,766
CSF,GSE133028,3325.0,1336
CSF,GSE133028,8404.0,2845
CSF,GSE133028,2263.0,902
CSF,GSE133028,2404.0,1223
CSF,GSE133028,1569.0,876
CSF,GSE133028,1727.0,783
CSF,GSE133028,1561.0,773
CSF,GSE133028,2188.0,1067
CSF,GSE133028,2262.0,1014
CSF,GSE133028,2400.0,1080
CSF,GSE133028,2111.0,1117
CSF,GSE133028,2255.0,929
CSF,GSE133028,2245.0,870
CSF,GSE133028,1933.0,984
CSF,GSE133028,1570.0,694
CSF,GSE133028,2304.0,1268
CSF,GSE133028,1118.0,620
CSF,GSE133028,2180.0,1116
CSF,GSE133028,1908.0,1030
CSF,GSE133028,3583.0,1375
CSF,GSE133028,1795.0,876
CSF,GSE133028,3190.0,1284
CSF,GSE133028,2910.0,1329
CSF,GSE133028,2458.0,1089
CSF,GSE133028,3024.0,1102
CSF,GSE133028,5474.0,2195
CSF,GSE133028,8889.0,3038
CSF,GSE133028,1684.0,718
CSF,GSE133028,1643.0,873
CSF,GSE133028,5135.0,1588
CSF,GSE133028,1455.0,877
CSF,GSE133028,2201.0,1222
CSF,GSE133028,1902.0,896
CSF,GSE133028,4260.0,1964
CSF,GSE133028,3423.0,1489
CSF,GSE133028,1532.0,828
CSF,GSE133028,2333.0,1294
CSF,GSE133028,1830.0,812
CSF,GSE133028,1570.0,725
CSF,GSE133028,5219.0,2067
CSF,GSE133028,2799.0,1168
CSF,GSE133028,1751.0,847
CSF,GSE133028,2520.0,1091
CSF,GSE133028,2188.0,1042
CSF,GSE133028,1755.0,863
CSF,GSE133028,1538.0,852
CSF,GSE133028,2333.0,1120
CSF,GSE133028,2162.0,1090
CSF,GSE133028,1637.0,761
CSF,GSE133028,1640.0,844
CSF,GSE133028,6808.0,2598
CSF,GSE133028,3592.0,1386
CSF,GSE133028,2570.0,1019
CSF,GSE133028,6795.0,2664
CSF,GSE133028,2027.0,1040
CSF,GSE133028,2306.0,1038
CSF,GSE133028,2200.0,954
CSF,GSE133028,3557.0,1366
CSF,GSE133028,2594.0,1100
CSF,GSE133028,1616.0,853
CSF,GSE133028,1916.0,885
CSF,GSE133028,1507.0,814
CSF,GSE133028,1260.0,751
CSF,GSE133028,1731.0,840
CSF,GSE133028,2488.0,1181
CSF,GSE133028,4132.0,1759
CSF,GSE133028,1855.0,831
CSF,GSE133028,2738.0,1189
CSF,GSE133028,6913.0,2089
CSF,GSE133028,2629.0,1297
CSF,GSE133028,4515.0,1911
CSF,GSE133028,3234.0,1578
CSF,GSE133028,4812.0,2191
CSF,GSE133028,2485.0,1120
CSF,GSE133028,8997.0,2934
CSF,GSE133028,17196.0,4059
CSF,GSE133028,4084.0,1965
CSF,GSE133028,5055.0,2323
CSF,GSE133028,4146.0,1948
CSF,GSE133028,3737.0,1886
CSF,GSE133028,10947.0,3336
CSF,GSE133028,3092.0,1608
CSF,GSE133028,3173.0,1465
CSF,GSE133028,5099.0,2241
CSF,GSE133028,5203.0,2008
CSF,GSE133028,3137.0,1447
CSF,GSE133028,3447.0,1493
CSF,GSE133028,13047.0,3783
CSF,GSE133028,10309.0,3053
CSF,GSE133028,12558.0,3978
CSF,GSE133028,10639.0,3350
CSF,GSE133028,13219.0,3813
CSF,GSE133028,9775.0,3503
CSF,GSE133028,3652.0,1789
CSF,GSE133028,9852.0,3188
CSF,GSE133028,12074.0,3489
CSF,GSE133028,5064.0,2443
CSF,GSE133028,6328.0,2306
CSF,GSE133028,3383.0,1358
CSF,GSE133028,7793.0,3047
CSF,GSE133028,5257.0,1918
CSF,GSE133028,3966.0,1610
CSF,GSE133028,2410.0,1207
CSF,GSE133028,12770.0,3884
CSF,GSE133028,3482.0,1622
CSF,GSE133028,5586.0,2176
CSF,GSE133028,2953.0,1517
CSF,GSE133028,4374.0,1990
CSF,GSE133028,5795.0,2312
CSF,GSE133028,12127.0,3719
CSF,GSE133028,3596.0,1881
CSF,GSE133028,1907.0,1231
CSF,GSE133028,5343.0,2317
CSF,GSE133028,3277.0,1552
CSF,GSE133028,3153.0,1513
CSF,GSE133028,8325.0,2908
CSF,GSE133028,1775.0,959
CSF,GSE133028,9058.0,3173
CSF,GSE133028,7335.0,2651
CSF,GSE133028,6759.0,2798
CSF,GSE133028,3747.0,1680
CSF,GSE133028,16035.0,4365
CSF,GSE133028,3567.0,1844
CSF,GSE133028,3559.0,1668
CSF,GSE133028,3552.0,1619
CSF,GSE133028,3463.0,1677
CSF,GSE133028,12097.0,3508
CSF,GSE133028,18045.0,4655
CSF,GSE133028,10973.0,3921
CSF,GSE133028,4860.0,1895
CSF,GSE133028,4662.0,2025
CSF,GSE133028,3534.0,1502
CSF,GSE133028,4115.0,1809
CSF,GSE133028,3191.0,1541
CSF,GSE133028,4880.0,1810
CSF,GSE133028,3634.0,1722
CSF,GSE133028,2302.0,1282
CSF,GSE133028,10642.0,3114
CSF,GSE133028,4812.0,1906
CSF,GSE133028,18125.0,4896
CSF,GSE133028,3476.0,1495
CSF,GSE133028,4351.0,1916
CSF,GSE133028,11251.0,3279
CSF,GSE133028,3910.0,1765
CSF,GSE133028,5441.0,2417
CSF,GSE133028,5104.0,2053
CSF,GSE133028,7287.0,2801
CSF,GSE133028,3319.0,1561
CSF,GSE133028,625.0,483
CSF,GSE133028,2889.0,1210
CSF,GSE133028,3246.0,1527
CSF,GSE133028,8439.0,2686
CSF,GSE133028,2848.0,1299
CSF,GSE133028,11567.0,3768
CSF,GSE133028,4200.0,1987
CSF,GSE133028,3383.0,1480
CSF,GSE133028,11631.0,3879
CSF,GSE133028,3548.0,1771
CSF,GSE133028,11076.0,3596
CSF,GSE133028,5137.0,2074
CSF,GSE133028,11698.0,3750
CSF,GSE133028,13429.0,3918
CSF,GSE133028,10679.0,3602
CSF,GSE133028,9358.0,3088
CSF,GSE133028,5295.0,2117
CSF,GSE133028,2662.0,1171
CSF,GSE133028,3326.0,1565
CSF,GSE133028,4693.0,1806
CSF,GSE133028,3550.0,1641
CSF,GSE133028,4851.0,1806
CSF,GSE133028,3997.0,1867
CSF,GSE133028,7093.0,2688
CSF,GSE133028,7860.0,2962
CSF,GSE133028,3472.0,1598
CSF,GSE133028,4733.0,2058
CSF,GSE133028,4557.0,1685
CSF,GSE133028,3741.0,1836
CSF,GSE133028,5527.0,2281
CSF,GSE133028,13747.0,3929
CSF,GSE133028,4263.0,1690
CSF,GSE133028,2914.0,1265
CSF,GSE133028,1962.0,1004
CSF,GSE133028,3278.0,1645
CSF,GSE133028,2788.0,1745
CSF,GSE133028,4581.0,1739
CSF,GSE133028,10970.0,3580
CSF,GSE133028,3990.0,1905
CSF,GSE133028,11974.0,3353
CSF,GSE133028,14821.0,4122
CSF,GSE133028,9255.0,3006
CSF,GSE133028,9153.0,3389
CSF,GSE133028,3086.0,1495
CSF,GSE133028,4420.0,1715
CSF,GSE133028,4811.0,1913
CSF,GSE133028,4104.0,1840
CSF,GSE133028,17468.0,5091
CSF,GSE133028,12368.0,3847
CSF,GSE133028,4387.0,1700
CSF,GSE133028,12112.0,3863
CSF,GSE133028,3626.0,1775
CSF,GSE133028,3792.0,1837
CSF,GSE133028,4222.0,1907
CSF,GSE133028,9177.0,3545
CSF,GSE133028,3337.0,1650
CSF,GSE133028,3585.0,1805
CSF,GSE133028,3160.0,1452
CSF,GSE133028,6374.0,2366
CSF,GSE133028,3964.0,2029
CSF,GSE133028,5671.0,2678
CSF,GSE133028,4100.0,1985
CSF,GSE133028,10458.0,3379
CSF,GSE133028,6830.0,2575
CSF,GSE133028,2673.0,1277
CSF,GSE133028,4780.0,1896
CSF,GSE133028,7933.0,3041
CSF,GSE133028,3684.0,1708
CSF,GSE133028,8232.0,2779
CSF,GSE133028,5169.0,2346
CSF,GSE133028,13018.0,3978
CSF,GSE133028,3236.0,1568
CSF,GSE133028,1724.0,1124
CSF,GSE133028,3705.0,1655
CSF,GSE133028,6676.0,2939
CSF,GSE133028,7880.0,3071
CSF,GSE133028,17471.0,4049
CSF,GSE133028,14523.0,4039
CSF,GSE133028,12642.0,3880
CSF,GSE133028,10014.0,3383
CSF,GSE133028,5787.0,2119
CSF,GSE133028,4376.0,1717
CSF,GSE133028,2313.0,1171
CSF,GSE133028,3814.0,1553
CSF,GSE133028,9328.0,3331
CSF,GSE133028,4664.0,1725
CSF,GSE133028,6346.0,2443
CSF,GSE133028,3840.0,1463
CSF,GSE133028,6353.0,2690
CSF,GSE133028,4152.0,1940
CSF,GSE133028,2627.0,1233
CSF,GSE133028,5762.0,2068
CSF,GSE133028,5201.0,1989
CSF,GSE133028,4808.0,2125
CSF,GSE133028,1665.0,1078
CSF,GSE133028,5332.0,1975
CSF,GSE133028,3941.0,1801
CSF,GSE133028,3776.0,1642
CSF,GSE133028,9196.0,3166
CSF,GSE133028,2985.0,1311
CSF,GSE133028,9731.0,3437
CSF,GSE133028,3017.0,1619
CSF,GSE133028,2524.0,1598
CSF,GSE133028,2524.0,1215
CSF,GSE133028,8357.0,3537
CSF,GSE133028,1092.0,762
CSF,GSE133028,4366.0,1891
CSF,GSE133028,3253.0,1493
CSF,GSE133028,3114.0,1456
CSF,GSE133028,1201.0,858
CSF,GSE133028,3490.0,1704
CSF,GSE133028,2259.0,1271
CSF,GSE133028,3060.0,1556
CSF,GSE133028,3474.0,1497
CSF,GSE133028,3912.0,2033
CSF,GSE133028,8894.0,3325
CSF,GSE133028,15930.0,4586
CSF,GSE133028,11088.0,3782
CSF,GSE133028,6252.0,2386
CSF,GSE133028,3381.0,1547
CSF,GSE133028,3997.0,1845
CSF,GSE133028,4061.0,1865
CSF,GSE133028,3316.0,1667
CSF,GSE133028,2740.0,1421
CSF,GSE133028,2888.0,1607
CSF,GSE133028,4671.0,1897
CSF,GSE133028,3020.0,1376
CSF,GSE133028,2502.0,1313
CSF,GSE133028,4855.0,2094
CSF,GSE133028,3305.0,1649
CSF,GSE133028,5446.0,2155
CSF,GSE133028,1154.0,697
CSF,GSE133028,7716.0,2929
CSF,GSE133028,3175.0,1559
CSF,GSE133028,12691.0,3691
CSF,GSE133028,7776.0,2571
CSF,GSE133028,17812.0,4935
CSF,GSE133028,3950.0,1692
CSF,GSE133028,13064.0,3883
CSF,GSE133028,6096.0,2425
CSF,GSE133028,2920.0,1482
CSF,GSE133028,5392.0,2401
CSF,GSE133028,4232.0,1827
CSF,GSE133028,4357.0,2005
CSF,GSE133028,3871.0,1757
CSF,GSE133028,3244.0,1762
CSF,GSE133028,2062.0,1193
CSF,GSE133028,3506.0,1582
CSF,GSE133028,13897.0,4178
CSF,GSE133028,3461.0,1587
CSF,GSE133028,2454.0,1371
CSF,GSE133028,1199.0,726
CSF,GSE133028,12783.0,3422
CSF,GSE133028,6079.0,2256
CSF,GSE133028,3274.0,1666
CSF,GSE133028,4099.0,1635
CSF,GSE133028,4364.0,2154
CSF,GSE133028,1744.0,1080
CSF,GSE133028,9845.0,3159
CSF,GSE133028,2061.0,1124
CSF,GSE133028,8776.0,2721
CSF,GSE133028,6959.0,3095
CSF,GSE133028,4497.0,2190
CSF,GSE133028,5602.0,2360
CSF,GSE133028,3960.0,1642
CSF,GSE133028,14336.0,3930
CSF,GSE133028,3727.0,1733
CSF,GSE133028,5195.0,2017
CSF,GSE133028,4919.0,2147
CSF,GSE133028,4677.0,2049
CSF,GSE133028,6563.0,2383
CSF,GSE133028,3604.0,1502
CSF,GSE133028,4594.0,1905
CSF,GSE133028,4259.0,1792
CSF,GSE133028,3438.0,1562
CSF,GSE133028,2876.0,1729
CSF,GSE133028,3182.0,1496
CSF,GSE133028,7031.0,2659
CSF,GSE133028,5911.0,2284
CSF,GSE133028,4589.0,1853
CSF,GSE133028,3873.0,1616
CSF,GSE133028,3860.0,1732
CSF,GSE133028,2794.0,1367
CSF,GSE133028,13496.0,3476
CSF,GSE133028,11303.0,3585
CSF,GSE133028,4500.0,2021
CSF,GSE133028,3823.0,1590
CSF,GSE133028,3381.0,1538
CSF,GSE133028,3505.0,1616
CSF,GSE133028,5248.0,2195
CSF,GSE133028,13154.0,4146
CSF,GSE133028,3800.0,1827
CSF,GSE133028,2795.0,1186
CSF,GSE133028,8907.0,3405
CSF,GSE133028,3764.0,1735
CSF,GSE133028,2803.0,1059
CSF,GSE133028,3352.0,1630
CSF,GSE133028,3860.0,1497
CSF,GSE133028,1785.0,1108
CSF,GSE133028,11775.0,3289
CSF,GSE133028,4229.0,1934
CSF,GSE133028,2728.0,1205
CSF,GSE133028,5351.0,1971
CSF,GSE133028,7655.0,2902
CSF,GSE133028,3776.0,1840
CSF,GSE133028,2785.0,1444
CSF,GSE133028,4220.0,1698
CSF,GSE133028,3423.0,1648
CSF,GSE133028,13623.0,3958
CSF,GSE133028,2913.0,1316
CSF,GSE133028,9967.0,3236
CSF,GSE133028,5903.0,2281
CSF,GSE133028,3359.0,1810
CSF,GSE133028,3604.0,1739
CSF,GSE133028,4870.0,2313
CSF,GSE133028,4461.0,1864
CSF,GSE133028,4036.0,1903
CSF,GSE133028,4450.0,2037
CSF,GSE133028,5306.0,2129
CSF,GSE133028,8956.0,3018
CSF,GSE133028,6611.0,3006
CSF,GSE133028,5272.0,2017
CSF,GSE133028,11118.0,3129
CSF,GSE133028,10187.0,3400
CSF,GSE133028,7793.0,2679
CSF,GSE133028,4464.0,1931
CSF,GSE133028,6748.0,3022
CSF,GSE133028,14891.0,4030
CSF,GSE133028,4118.0,1666
CSF,GSE133028,10311.0,3408
CSF,GSE133028,13236.0,3663
CSF,GSE133028,3237.0,1489
CSF,GSE133028,2435.0,1176
CSF,GSE133028,3827.0,1869
CSF,GSE133028,4045.0,1719
CSF,GSE133028,3642.0,1833
CSF,GSE133028,2015.0,1051
CSF,GSE133028,3143.0,1595
CSF,GSE133028,9011.0,3030
CSF,GSE133028,4650.0,1920
CSF,GSE133028,14377.0,4009
CSF,GSE133028,3147.0,1644
CSF,GSE133028,3837.0,1408
CSF,GSE133028,5104.0,1933
CSF,GSE133028,5029.0,2030
CSF,GSE133028,3033.0,1706
CSF,GSE133028,3202.0,1555
CSF,GSE133028,4760.0,2187
CSF,GSE133028,5733.0,2044
CSF,GSE133028,3445.0,1599
CSF,GSE133028,5532.0,2138
CSF,GSE133028,6907.0,3032
CSF,GSE133028,3700.0,1508
CSF,GSE133028,9761.0,3531
CSF,GSE133028,3107.0,1500
CSF,GSE133028,2796.0,1245
CSF,GSE133028,9186.0,2942
CSF,GSE133028,7157.0,2551
CSF,GSE133028,7415.0,2442
CSF,GSE133028,3059.0,1446
CSF,GSE133028,4596.0,1877
CSF,GSE133028,9148.0,3364
CSF,GSE133028,6517.0,2235
CSF,GSE133028,3684.0,1665
CSF,GSE133028,1145.0,711
CSF,GSE133028,7137.0,2534
CSF,GSE133028,5181.0,2458
CSF,GSE133028,3263.0,1586
CSF,GSE133028,1598.0,1079
CSF,GSE133028,4267.0,2000
CSF,GSE133028,9696.0,3480
CSF,GSE133028,6145.0,2379
CSF,GSE133028,3577.0,1767
CSF,GSE133028,3147.0,1317
CSF,GSE133028,5195.0,1988
CSF,GSE133028,4708.0,1860
CSF,GSE133028,3604.0,1590
CSF,GSE133028,5439.0,2135
CSF,GSE133028,1905.0,1137
CSF,GSE133028,5318.0,2021
CSF,GSE133028,5656.0,2716
CSF,GSE133028,4095.0,1699
CSF,GSE133028,11610.0,3794
CSF,GSE133028,4601.0,1812
CSF,GSE133028,4938.0,2148
CSF,GSE133028,5207.0,1978
CSF,GSE133028,9684.0,3183
CSF,GSE133028,3521.0,1723
CSF,GSE133028,7092.0,2409
CSF,GSE133028,3158.0,1487
CSF,GSE133028,12434.0,3853
CSF,GSE133028,4815.0,1809
CSF,GSE133028,6284.0,2365
CSF,GSE133028,21422.0,4963
CSF,GSE133028,9490.0,3206
CSF,GSE133028,5704.0,2322
CSF,GSE133028,2353.0,1150
CSF,GSE133028,4343.0,1768
CSF,GSE133028,10068.0,3172
CSF,GSE133028,4502.0,1994
CSF,GSE133028,3275.0,1589
CSF,GSE133028,3458.0,1562
CSF,GSE133028,4164.0,1682
CSF,GSE133028,4742.0,2049
CSF,GSE133028,2887.0,1397
CSF,GSE133028,4645.0,1847
CSF,GSE133028,18775.0,3796
CSF,GSE133028,3794.0,1632
CSF,GSE133028,3778.0,1608
CSF,GSE133028,3957.0,1844
CSF,GSE133028,11596.0,3270
CSF,GSE133028,4941.0,2060
CSF,GSE133028,2312.0,1223
CSF,GSE133028,8697.0,2874
CSF,GSE133028,2590.0,1376
CSF,GSE133028,4132.0,1785
CSF,GSE133028,2895.0,1516
CSF,GSE133028,4483.0,2006
CSF,GSE133028,4531.0,1916
CSF,GSE133028,3264.0,1539
CSF,GSE133028,3322.0,1684
CSF,GSE133028,3484.0,1846
CSF,GSE133028,5532.0,1978
CSF,GSE133028,6300.0,2214
CSF,GSE133028,4329.0,2019
CSF,GSE133028,6395.0,2599
CSF,GSE133028,5263.0,1822
CSF,GSE133028,3737.0,1879
CSF,GSE133028,5470.0,2336
CSF,GSE133028,3449.0,1632
CSF,GSE133028,3100.0,1531
CSF,GSE133028,4090.0,1776
CSF,GSE133028,3372.0,1512
CSF,GSE133028,4682.0,2061
CSF,GSE133028,3133.0,1496
CSF,GSE133028,3734.0,1761
CSF,GSE133028,3996.0,1883
CSF,GSE133028,3999.0,1853
CSF,GSE133028,5757.0,2307
CSF,GSE133028,6032.0,2162
CSF,GSE133028,24479.0,5476
CSF,GSE133028,3795.0,1709
CSF,GSE133028,7875.0,2608
CSF,GSE133028,10370.0,3397
CSF,GSE133028,2567.0,1235
CSF,GSE133028,3997.0,1957
CSF,GSE133028,2990.0,1514
CSF,GSE133028,11987.0,3617
CSF,GSE133028,2776.0,1453
CSF,GSE133028,3339.0,1754
CSF,GSE133028,3535.0,1635
CSF,GSE133028,3967.0,1830
CSF,GSE133028,4976.0,2284
CSF,GSE133028,3439.0,1687
CSF,GSE133028,7887.0,2434
CSF,GSE133028,4526.0,2155
CSF,GSE133028,5065.0,2114
CSF,GSE133028,4905.0,2071
CSF,GSE133028,16410.0,4097
CSF,GSE133028,8401.0,3218
CSF,GSE133028,3951.0,1937
CSF,GSE133028,3151.0,1580
CSF,GSE133028,3025.0,1403
CSF,GSE133028,1916.0,1067
CSF,GSE133028,10652.0,3745
CSF,GSE133028,5515.0,2403
CSF,GSE133028,4498.0,2225
CSF,GSE133028,21172.0,4640
CSF,GSE133028,3376.0,2034
CSF,GSE133028,4225.0,1976
CSF,GSE133028,2404.0,1392
CSF,GSE133028,2906.0,1415
CSF,GSE133028,2137.0,1014
CSF,GSE133028,2422.0,1197
CSF,GSE133028,3068.0,1618
CSF,GSE133028,2982.0,1544
CSF,GSE133028,6777.0,2593
CSF,GSE133028,3628.0,1674
CSF,GSE133028,6355.0,2506
CSF,GSE133028,2997.0,1546
CSF,GSE133028,3811.0,1981
CSF,GSE133028,3767.0,1807
CSF,GSE133028,4845.0,2167
CSF,GSE133028,6068.0,2281
CSF,GSE133028,26921.0,5579
CSF,GSE133028,2912.0,1634
CSF,GSE133028,4501.0,2126
CSF,GSE133028,3103.0,1498
CSF,GSE133028,4199.0,1935
CSF,GSE133028,3742.0,1729
CSF,GSE133028,1979.0,1055
CSF,GSE133028,3581.0,1756
CSF,GSE133028,2383.0,1280
CSF,GSE133028,3158.0,1700
CSF,GSE133028,3938.0,1731
CSF,GSE133028,3870.0,1939
CSF,GSE133028,2896.0,1493
CSF,GSE133028,3031.0,1421
CSF,GSE133028,4225.0,1997
CSF,GSE133028,2964.0,1481
CSF,GSE133028,5234.0,2283
CSF,GSE133028,3782.0,1813
CSF,GSE133028,5569.0,2182
CSF,GSE133028,12865.0,3872
CSF,GSE133028,5102.0,2129
CSF,GSE133028,4763.0,2182
CSF,GSE133028,3560.0,1831
CSF,GSE133028,4636.0,1862
CSF,GSE133028,19253.0,5290
CSF,GSE133028,4139.0,2139
CSF,GSE133028,6148.0,2385
CSF,GSE133028,6618.0,2652
CSF,GSE133028,2638.0,1357
CSF,GSE133028,3908.0,1755
CSF,GSE133028,2751.0,1394
CSF,GSE133028,4375.0,1933
CSF,GSE133028,17676.0,4676
CSF,GSE133028,8728.0,3051
CSF,GSE133028,2968.0,1459
CSF,GSE133028,6956.0,2796
CSF,GSE133028,4801.0,2009
CSF,GSE133028,2888.0,1543
CSF,GSE133028,2359.0,1292
CSF,GSE133028,2499.0,1286
CSF,GSE133028,4113.0,1735
CSF,GSE133028,4164.0,1918
CSF,GSE133028,2782.0,1519
CSF,GSE133028,2675.0,1293
CSF,GSE133028,4372.0,1862
CSF,GSE133028,3900.0,1846
CSF,GSE133028,3579.0,1561
CSF,GSE133028,7138.0,2789
CSF,GSE133028,2994.0,1597
CSF,GSE133028,5022.0,2122
CSF,GSE133028,3270.0,1643
CSF,GSE133028,2062.0,986
CSF,GSE133028,3943.0,1901
CSF,GSE133028,3398.0,1866
CSF,GSE133028,3910.0,1772
CSF,GSE133028,3430.0,1776
CSF,GSE133028,2006.0,1071
CSF,GSE133028,6954.0,2790
CSF,GSE133028,2422.0,1335
CSF,GSE133028,13994.0,3777
CSF,GSE133028,4470.0,1854
CSF,GSE133028,4320.0,1961
CSF,GSE133028,3218.0,1620
CSF,GSE133028,4726.0,1843
CSF,GSE133028,5864.0,2114
CSF,GSE133028,4493.0,1916
CSF,GSE133028,7786.0,2775
CSF,GSE133028,3838.0,1881
CSF,GSE133028,3558.0,1725
CSF,GSE133028,3379.0,1774
CSF,GSE133028,3083.0,1627
CSF,GSE133028,3140.0,1501
CSF,GSE133028,3533.0,1762
CSF,GSE133028,5884.0,2371
CSF,GSE133028,2525.0,1347
CSF,GSE133028,4041.0,1946
CSF,GSE133028,8031.0,2960
CSF,GSE133028,4619.0,2260
CSF,GSE133028,2819.0,1530
CSF,GSE133028,5050.0,2539
CSF,GSE133028,3003.0,1682
CSF,GSE133028,3081.0,1617
CSF,GSE133028,3465.0,1588
CSF,GSE133028,10370.0,3356
CSF,GSE133028,4008.0,1890
CSF,GSE133028,9533.0,3509
CSF,GSE133028,4270.0,1645
CSF,GSE133028,2742.0,1435
CSF,GSE133028,16464.0,4522
CSF,GSE133028,4438.0,2137
CSF,GSE133028,3839.0,1719
CSF,GSE133028,4364.0,1869
CSF,GSE133028,2552.0,1394
CSF,GSE133028,5718.0,2158
CSF,GSE133028,3215.0,1632
CSF,GSE133028,3087.0,1547
CSF,GSE133028,5250.0,2221
CSF,GSE133028,4246.0,1866
CSF,GSE133028,3918.0,1858
CSF,GSE133028,3219.0,1662
CSF,GSE133028,5801.0,2541
CSF,GSE133028,5206.0,2415
CSF,GSE133028,4761.0,2084
CSF,GSE133028,2957.0,1580
CSF,GSE133028,14210.0,4513
CSF,GSE133028,3118.0,1567
CSF,GSE133028,5100.0,2066
CSF,GSE133028,3615.0,1805
CSF,GSE133028,2665.0,1476
CSF,GSE133028,25077.0,5263
CSF,GSE133028,4164.0,1756
CSF,GSE133028,3412.0,1870
CSF,GSE133028,2797.0,1549
CSF,GSE133028,5046.0,2042
CSF,GSE133028,2320.0,1208
CSF,GSE133028,4175.0,1751
CSF,GSE133028,3108.0,1756
CSF,GSE133028,3059.0,1615
CSF,GSE133028,3792.0,1723
CSF,GSE133028,21986.0,5308
CSF,GSE133028,4874.0,1847
CSF,GSE133028,12144.0,3752
CSF,GSE133028,3593.0,1699
CSF,GSE133028,3859.0,1868
CSF,GSE133028,5724.0,2146
CSF,GSE133028,7880.0,3199
CSF,GSE133028,3574.0,1773
CSF,GSE133028,3017.0,1592
CSF,GSE133028,24129.0,5875
CSF,GSE133028,3983.0,1938
CSF,GSE133028,3141.0,1727
CSF,GSE133028,2842.0,1590
CSF,GSE133028,4015.0,1926
CSF,GSE133028,2814.0,1355
