orig_rho,orig_pvalue,n_loo,rho_min,rho_max,p_min,p_max,n_flips,flips_on_removing,robust,gene,tissue,orig_padj
0.7338688383159853,0.0005266729044713388,18,0.6907477214430155,0.8394878764480022,2.5061478222630027e-05,0.0021403016759193624,0,[],True,SLC39A7,PB,0.014746841325197487
